# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=21
# stan_version_patch=0
# init=user
# enable_random_init=1
# seed=1806752973
# chain_id=2
# iter=1000
# warmup=500
# save_warmup=1
# thin=1
# refresh=100
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.8
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=15
# sampler_t=NUTS(diag_e)
# sample_file=/home/kendal/Documents/phd/henrik/ddm_in_stan/fits/temp_chains/chain_data_2.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,b.1,b.2,b.3,b.4,b_a.1,b_a.2,b_ndt.1,b_ndt.2,b_w.1,b_w.2,Intercept_sv,b_sv_Intercept
350.311,0.990078,0.00121224,8,383,0,-337.291,-0.336509,0.0768258,3.22387,-0.427495,0.759642,-0.326612,-1.75108,0.0182441,0.0180173,0.00448285,-0.918216,-0.918216
351.453,0.974868,0.00209825,5,63,0,-343.911,-0.355774,0.0661519,3.22073,-0.488055,0.763317,-0.335827,-1.75469,0.023365,0.0334586,0.0318992,-1.00249,-1.00249
351.929,0.990824,0.00346639,5,31,0,-349.264,-0.351481,-0.0217931,3.18918,-0.501352,0.752266,-0.341584,-1.75484,0.023309,0.0512868,0.0746161,-0.977069,-0.977069
346.112,0.347753,0.00591363,2,5,1,-340.578,-0.332331,0.00374616,3.17925,-0.492216,0.75294,-0.331791,-1.75759,0.0219957,0.0528346,0.0912046,-0.980026,-0.980026
349.192,0.972701,0.00203829,6,127,0,-339.921,-0.356534,0.0145293,3.28656,-0.539955,0.776245,-0.351622,-1.7626,0.0293869,0.0411921,0.000252667,-0.801733,-0.801733
351.214,0.895399,0.0033113,4,31,0,-342.03,-0.341914,0.0194729,3.28885,-0.59267,0.766938,-0.354372,-1.74875,0.0130293,0.0138952,0.0551101,-0.824634,-0.824634
351.214,0.0121995,0.00442312,3,8,1,-347.248,-0.341914,0.0194729,3.28885,-0.59267,0.766938,-0.354372,-1.74875,0.0130293,0.0138952,0.0551101,-0.824634,-0.824634
351.162,0.99894,0.000692592,8,255,0,-347.608,-0.376942,0.0566463,3.29394,-0.60315,0.769269,-0.364454,-1.7545,0.0189964,0.0650007,0.0229201,-0.659939,-0.659939
350.943,0.988827,0.00119427,7,127,0,-347.255,-0.359076,0.0687264,3.28472,-0.576683,0.77774,-0.35211,-1.75225,0.0177877,0.0163074,0.0138142,-0.646551,-0.646551
352.135,0.996464,0.00199461,6,63,0,-345.841,-0.357694,0.0229474,3.28981,-0.616617,0.778993,-0.355783,-1.75563,0.0212571,0.0544321,0.0299386,-0.778931,-0.778931
349.603,0.958609,0.00336774,5,63,0,-343.296,-0.318742,0.042169,3.35838,-0.612463,0.793951,-0.35777,-1.76174,0.0319088,0.0303414,0.0343561,-0.677016,-0.677016
352.667,0.400292,0.00516305,2,5,1,-344.852,-0.334349,0.0446374,3.34121,-0.625902,0.786855,-0.358257,-1.76548,0.0311177,0.0228422,0.0232055,-0.668446,-0.668446
351.236,0.999774,0.00212895,5,31,0,-347.209,-0.405896,0.0656922,3.38826,-0.608886,0.78911,-0.358066,-1.7574,0.0190887,0.0521924,0.0089173,-0.660476,-0.660476
351.272,0.473812,0.00358066,5,55,0,-347.412,-0.310876,0.0244233,3.26098,-0.546704,0.767656,-0.339561,-1.75493,0.021381,0.022157,0.0347286,-0.652877,-0.652877
353.908,0.974105,0.0017734,6,63,0,-346.697,-0.356393,0.0497222,3.30838,-0.625599,0.769559,-0.35276,-1.756,0.022062,0.0446011,0.0427282,-0.729572,-0.729572
353.607,0.991233,0.00279502,4,31,0,-352.076,-0.367884,0.0399237,3.27893,-0.648506,0.771464,-0.362625,-1.76329,0.0310314,0.0352857,0.0282765,-0.738852,-0.738852
353.607,0.00104064,0.00455326,2,4,1,-348.12,-0.367884,0.0399237,3.27893,-0.648506,0.771464,-0.362625,-1.76329,0.0310314,0.0352857,0.0282765,-0.738852,-0.738852
353.184,0.998378,0.000780414,7,223,0,-350.779,-0.3622,0.0441099,3.28084,-0.653674,0.767431,-0.353457,-1.7582,0.0230717,0.0425831,0.0312918,-0.702067,-0.702067
351.089,0.979561,0.00129369,4,15,0,-348.979,-0.357844,0.0416336,3.28023,-0.656052,0.767515,-0.350811,-1.76024,0.0240499,0.0468733,0.0284109,-0.702339,-0.702339
353.223,0.984381,0.0020428,5,63,0,-346.517,-0.355741,0.0370656,3.30028,-0.655661,0.772116,-0.365899,-1.7596,0.0279509,0.0239786,0.0207853,-0.677438,-0.677438
353.753,0.97901,0.00324167,5,47,0,-347.098,-0.3004,0.0255535,3.28114,-0.558157,0.769328,-0.355498,-1.7566,0.0214576,0.00496888,0.0441178,-0.733532,-0.733532
353.753,1.01311e-15,0.00505412,2,5,1,-348.079,-0.3004,0.0255535,3.28114,-0.558157,0.769328,-0.355498,-1.7566,0.0214576,0.00496888,0.0441178,-0.733532,-0.733532
352.647,0.990358,0.000909326,7,159,0,-346.506,-0.331966,0.0732113,3.27406,-0.626412,0.767167,-0.344953,-1.75051,0.0133058,0.0230434,0.00839418,-0.720087,-0.720087
350.639,0.963949,0.00145592,7,127,0,-344.48,-0.375168,-0.0250933,3.27575,-0.538021,0.772559,-0.330928,-1.75555,0.0149768,0.0611443,0.0560986,-0.836886,-0.836886
352.107,0.986557,0.00218845,6,63,0,-347.203,-0.321246,0.0898357,3.21336,-0.517154,0.751897,-0.339499,-1.75114,0.0188538,0.0072385,-0.000508488,-0.834927,-0.834927
350.14,0.627105,0.00343742,5,31,0,-345.447,-0.390745,-0.0150897,3.27364,-0.605123,0.767242,-0.352365,-1.75896,0.0297374,0.0355286,0.0649187,-0.830521,-0.830521
349.149,0.876593,0.00247963,5,63,0,-343.29,-0.3402,0.0150848,3.22416,-0.622549,0.776947,-0.348609,-1.76322,0.0227867,0.0277476,0.0485239,-0.809567,-0.809567
349.143,0.672271,0.0030597,4,23,0,-344.929,-0.342177,0.0223395,3.24107,-0.612903,0.755454,-0.365742,-1.75368,0.0129926,0.0346807,0.0202936,-0.83572,-0.83572
350.945,0.966027,0.00243895,7,191,0,-343.89,-0.390115,0.00760624,3.31458,-0.506828,0.775661,-0.344586,-1.75238,0.022905,0.0382978,0.0359889,-0.710885,-0.710885
349.099,0.813513,0.00362629,5,63,0,-346.607,-0.377351,-0.0134551,3.29991,-0.533153,0.763049,-0.336418,-1.754,0.0236302,0.0529451,0.0695846,-0.712453,-0.712453
353.239,0.626333,0.00389465,3,13,1,-343.102,-0.378223,-0.00926384,3.29442,-0.534055,0.767457,-0.341243,-1.75505,0.0158697,0.0572673,0.0582704,-0.709036,-0.709036
347.351,0.757986,0.00282501,4,31,0,-338.407,-0.311066,0.0339603,3.32775,-0.57178,0.776563,-0.372732,-1.76654,0.0319653,0.00636573,0.0334465,-0.733926,-0.733926
354.346,0.960435,0.00270348,5,63,0,-345.107,-0.324359,0.0340458,3.25963,-0.55125,0.770612,-0.345712,-1.7542,0.0183368,0.0238728,0.0312951,-0.693218,-0.693218
353.995,0.98479,0.00393462,5,63,0,-349.776,-0.403592,0.0626907,3.25045,-0.562813,0.765749,-0.351396,-1.75735,0.0238988,0.0693251,0.0261299,-0.783475,-0.783475
353.995,0.000292978,0.00599615,1,3,1,-347.463,-0.403592,0.0626907,3.25045,-0.562813,0.765749,-0.351396,-1.75735,0.0238988,0.0693251,0.0261299,-0.783475,-0.783475
352.103,0.993117,0.00121102,7,127,0,-348.143,-0.337083,-0.0115861,3.31977,-0.562579,0.774672,-0.341946,-1.75323,0.0166685,0.0254599,0.0797541,-0.710775,-0.710775
353.179,0.979324,0.00187961,6,63,0,-347.356,-0.338133,0.0417448,3.29157,-0.572482,0.778643,-0.352591,-1.76063,0.028052,0.0470089,0.0319501,-0.714765,-0.714765
353.201,0.968742,0.00282368,6,95,0,-346.236,-0.327577,0.0124317,3.25287,-0.53635,0.75476,-0.341695,-1.75278,0.0181969,0.0309048,0.0318862,-0.888618,-0.888618
354.878,0.410927,0.00413461,4,31,0,-349.063,-0.332346,0.0262774,3.22388,-0.515623,0.764171,-0.339641,-1.75708,0.0239199,0.0296487,0.0243008,-0.883261,-0.883261
354.046,0.976679,0.0019682,4,31,0,-349.951,-0.334607,0.0259955,3.2336,-0.520431,0.758599,-0.333737,-1.75496,0.0161545,0.0414167,0.0458037,-0.881278,-0.881278
352.048,0.975602,0.00292114,5,31,0,-344.204,-0.33849,0.012773,3.28212,-0.572515,0.767624,-0.356766,-1.76111,0.0277363,0.0128197,0.064845,-0.808868,-0.808868
351.739,0.103878,0.00430877,2,6,1,-342.683,-0.344216,0.00873857,3.28618,-0.570772,0.762889,-0.349057,-1.75838,0.0228486,0.0150619,0.0590682,-0.819148,-0.819148
352.035,0.99131,0.00112875,7,127,0,-346.875,-0.354249,0.0481281,3.2014,-0.572387,0.752251,-0.350567,-1.75818,0.0207879,0.0586344,0.0287466,-0.836763,-0.836763
351.313,0.928548,0.00171805,6,63,0,-345.517,-0.349149,0.0417326,3.27451,-0.637255,0.770192,-0.360367,-1.75445,0.0204163,0.0273843,0.040432,-0.93729,-0.93729
354.665,0.986331,0.00230281,6,63,0,-348.61,-0.382284,0.080604,3.243,-0.597094,0.762178,-0.347801,-1.75508,0.0185762,0.0430305,0.00981556,-0.840427,-0.840427
353.63,0.156836,0.00344463,4,27,0,-349.718,-0.331827,0.0879093,3.26667,-0.583355,0.763571,-0.352518,-1.7526,0.0205456,0.03633,0.0204594,-0.86952,-0.86952
353.01,0.967976,0.0010259,6,95,0,-349.169,-0.318022,0.0286862,3.2554,-0.562098,0.764639,-0.346911,-1.75306,0.0211269,0.029617,0.0148042,-0.831155,-0.831155
351.953,0.994451,0.00148063,5,63,0,-347.51,-0.3682,0.0107658,3.28365,-0.50359,0.76869,-0.337718,-1.75542,0.0156137,0.0253011,0.062267,-0.804114,-0.804114
353.427,0.970111,0.0022406,6,63,0,-347.609,-0.331641,0.00878533,3.27544,-0.515804,0.763813,-0.344444,-1.76014,0.0298216,0.0280407,0.0436817,-0.790144,-0.790144
352.315,0.0357763,0.00322359,3,11,0,-348.617,-0.331956,0.00543385,3.2734,-0.513332,0.765328,-0.348324,-1.76243,0.0227332,0.0266901,0.0437116,-0.788102,-0.788102
354.393,0.998682,0.00077889,8,383,0,-349.052,-0.390066,0.0416077,3.24659,-0.558991,0.763129,-0.345388,-1.75643,0.0210928,0.0600937,0.0522649,-0.853869,-0.853869
354.286,0.990693,0.00118438,7,255,0,-352.681,-0.386605,0.0327407,3.2526,-0.559818,0.767387,-0.340905,-1.7557,0.0213397,0.057203,0.0522725,-0.849862,-0.849862
354.064,0.978331,0.00176713,5,63,0,-348.88,-0.372818,0.0366394,3.23336,-0.562285,0.755535,-0.355197,-1.75442,0.0183142,0.0392112,0.0152602,-0.844382,-0.844382
353.639,0.924765,0.0025666,6,95,0,-350.06,-0.32261,0.0570187,3.27831,-0.589806,0.769486,-0.350211,-1.75999,0.0207576,0.0252137,0.0420165,-0.741367,-0.741367
353.444,0.648677,0.00336055,5,55,0,-348.586,-0.370035,0.0440444,3.33585,-0.622374,0.770744,-0.361078,-1.75348,0.0188849,0.0419626,0.0212078,-0.703383,-0.703383
353.358,0.986532,0.0026232,6,63,0,-350.853,-0.345167,0.0181454,3.27045,-0.566353,0.777766,-0.336807,-1.75633,0.0203429,0.0281485,0.0302504,-0.704983,-0.704983
353.655,0.21495,0.00384165,3,15,0,-350.025,-0.338925,0.0251932,3.27425,-0.561465,0.765074,-0.340509,-1.7497,0.0135419,0.0267274,0.0370849,-0.703185,-0.703185
353.992,0.986885,0.00134667,6,95,0,-349.092,-0.337294,0.0177458,3.27632,-0.5722,0.776808,-0.356487,-1.75917,0.0274603,0.0301789,0.0272553,-0.706791,-0.706791
352.347,0.94662,0.00197211,4,31,0,-349.863,-0.344059,-0.012884,3.28875,-0.567171,0.768073,-0.344053,-1.75402,0.0140142,0.0168095,0.0438811,-0.700394,-0.700394
354.279,0.946321,0.00267361,6,63,0,-349.488,-0.346416,0.0145179,3.27794,-0.577925,0.775292,-0.359918,-1.7601,0.0315149,0.0332353,0.0419908,-0.729136,-0.729136
352.005,0.869591,0.00361306,5,31,0,-350.327,-0.350125,-0.0136468,3.24224,-0.557698,0.764649,-0.332809,-1.75344,0.0125921,0.0276215,0.0527535,-0.734119,-0.734119
352.005,9.05264e-09,0.542181,2,3,0,-349.401,-0.350125,-0.0136468,3.24224,-0.557698,0.764649,-0.332809,-1.75344,0.0125921,0.0276215,0.0527535,-0.734119,-0.734119
352.005,0,1.26603,0,1,1,-348.741,-0.350125,-0.0136468,3.24224,-0.557698,0.764649,-0.332809,-1.75344,0.0125921,0.0276215,0.0527535,-0.734119,-0.734119
349.31,0.982443,0.12483,6,63,0,-345.095,-0.354366,0.0709357,3.18477,-0.471773,0.743587,-0.349847,-1.75696,0.0255085,0.0373996,0.00153316,-1.09478,-1.09478
351.301,0.991686,0.124068,6,63,0,-343.96,-0.345809,-0.0235822,3.2945,-0.586111,0.772809,-0.337967,-1.75701,0.020616,0.0265294,0.0595186,-0.831578,-0.831578
352.24,0.99546,0.163317,5,31,0,-347.661,-0.391265,0.0530146,3.20743,-0.59418,0.76572,-0.344299,-1.75575,0.019928,0.0587208,0.0161766,-0.807174,-0.807174
354.088,0.783956,0.25116,3,15,0,-347.936,-0.376304,0.0411554,3.23673,-0.560689,0.760841,-0.341983,-1.75651,0.0200073,0.044178,0.0163002,-0.740141,-0.740141
352.71,0.788886,0.2201,5,31,0,-349.22,-0.360858,0.0501446,3.26877,-0.570196,0.769229,-0.352789,-1.7631,0.0304006,0.043521,0.037708,-0.676041,-0.676041
352.727,0.924824,0.201611,4,15,0,-346.205,-0.36445,0.0108782,3.30173,-0.519667,0.776311,-0.35294,-1.75595,0.0241479,0.0365716,0.0525574,-0.850343,-0.850343
352.032,0.582992,0.289122,4,23,0,-349.596,-0.362494,0.0137289,3.29127,-0.521637,0.775529,-0.353038,-1.75428,0.018215,0.0362369,0.0530831,-0.865923,-0.865923
349.812,0.970217,0.14365,4,31,0,-345.045,-0.329881,0.0147769,3.26071,-0.542637,0.760629,-0.334344,-1.75522,0.0200844,0.045513,0.06787,-0.890364,-0.890364
350.683,0.983587,0.244843,4,23,0,-345.858,-0.333522,0.0240758,3.26096,-0.615428,0.775623,-0.350188,-1.75976,0.0235714,0.0312204,0.00579922,-0.719194,-0.719194
350.683,0.00622791,0.438792,2,4,1,-343.265,-0.333522,0.0240758,3.26096,-0.615428,0.775623,-0.350188,-1.75976,0.0235714,0.0312204,0.00579922,-0.719194,-0.719194
347.811,0.997601,0.0363015,7,127,0,-340.945,-0.398944,0.0898442,3.2164,-0.619971,0.755852,-0.366139,-1.75078,0.0181996,0.0535704,0.0336427,-0.85927,-0.85927
348.166,0.989445,0.0689597,5,31,0,-341.742,-0.395533,0.0702634,3.2058,-0.61967,0.75282,-0.365213,-1.75514,0.0203447,0.0360929,0.0262928,-0.863013,-0.863013
348.051,0.999898,0.127509,5,31,0,-341.413,-0.301761,0.0868847,3.17129,-0.620349,0.752856,-0.346955,-1.75483,0.0209453,0.0276021,-0.00640291,-0.840255,-0.840255
349.475,0.914065,0.242547,3,7,0,-343.473,-0.323977,0.0957044,3.1706,-0.587454,0.75413,-0.360261,-1.75685,0.0233985,0.00616791,-0.00480862,-0.952721,-0.952721
349.118,0.271376,0.352019,2,7,1,-346.401,-0.331589,0.0934687,3.18608,-0.592644,0.750822,-0.364445,-1.75492,0.0244008,0.00687874,-0.00951548,-0.938072,-0.938072
349.745,0.911428,0.0714804,6,63,0,-340.254,-0.342135,0.101772,3.20655,-0.504197,0.760459,-0.324978,-1.74984,0.0171087,0.0388481,0.00712587,-0.860304,-0.860304
349.915,0.999007,0.103615,6,63,0,-345.765,-0.33064,0.0817864,3.20749,-0.484485,0.752534,-0.3511,-1.75447,0.0268899,0.029285,0.0262687,-0.898688,-0.898688
355.049,1,0.194549,4,31,0,-348.361,-0.364871,0.0289742,3.26286,-0.543648,0.760505,-0.352742,-1.75674,0.0206753,0.0386839,0.0259321,-0.880283,-0.880283
355.056,0.207086,0.362972,2,6,1,-350.101,-0.353687,0.0287146,3.2697,-0.550981,0.762601,-0.346083,-1.75112,0.0173909,0.0361834,0.0420492,-0.884261,-0.884261
355.602,0.951889,0.0643269,5,63,0,-349.146,-0.369454,0.051983,3.22328,-0.555241,0.759343,-0.343392,-1.75499,0.0229259,0.0420389,0.0301449,-0.880934,-0.880934
353.329,0.990567,0.104243,4,31,0,-350.214,-0.365934,0.0358054,3.25426,-0.497026,0.766129,-0.339038,-1.7536,0.020674,0.0518731,0.0165555,-0.759279,-0.759279
353.352,0.984123,0.187587,5,31,0,-348.8,-0.379103,0.0427443,3.3212,-0.508099,0.778039,-0.343268,-1.75671,0.0186845,0.0500291,0.0416189,-0.78667,-0.78667
351.11,0.272593,0.328177,3,7,0,-348.182,-0.379876,0.0385689,3.32729,-0.51894,0.780107,-0.338094,-1.75153,0.0162954,0.0573042,0.0340227,-0.801022,-0.801022
352.481,0.998727,0.0744873,6,63,0,-348.15,-0.361009,0.0258979,3.29153,-0.54863,0.776245,-0.353459,-1.75547,0.0255054,0.01931,0.0361304,-0.677363,-0.677363
354.991,1,0.135657,3,7,0,-351.375,-0.353633,0.0227369,3.29369,-0.556449,0.771944,-0.351086,-1.76101,0.024993,0.0281869,0.0374871,-0.706745,-0.706745
354.142,0.939313,0.245475,4,15,0,-351.771,-0.345941,0.0031225,3.29419,-0.57025,0.778758,-0.354085,-1.75625,0.0187915,0.0323095,0.0519144,-0.663056,-0.663056
354.142,0.0443861,0.371419,3,10,1,-349.401,-0.345941,0.0031225,3.29419,-0.57025,0.778758,-0.354085,-1.75625,0.0187915,0.0323095,0.0519144,-0.663056,-0.663056
352.312,0.999269,0.0471396,7,127,0,-349.559,-0.343081,0.113056,3.28567,-0.545295,0.763754,-0.346707,-1.75695,0.0268715,0.0234833,-0.0150806,-0.851462,-0.851462
349.492,0.982685,0.0846371,4,15,0,-344.697,-0.329463,0.0925092,3.29396,-0.536094,0.776467,-0.346428,-1.7611,0.0273403,0.0299648,-0.0243696,-0.865486,-0.865486
342.587,0.787384,0.143871,3,7,0,-340.051,-0.323682,0.0850227,3.29261,-0.533056,0.776456,-0.343293,-1.76151,0.0370845,0.0313415,-0.0299093,-0.882278,-0.882278
350.07,0.998868,0.143259,5,63,0,-340.776,-0.37491,-0.0397933,3.24236,-0.596855,0.761186,-0.365695,-1.75596,0.0245071,0.0277993,0.0546163,-0.783535,-0.783535
352.318,0.35047,0.251007,4,15,0,-347.141,-0.362044,-0.0262404,3.24133,-0.587182,0.761858,-0.364232,-1.75379,0.0197643,0.0273665,0.0603839,-0.822117,-0.822117
350.155,0.986895,0.0781561,6,63,0,-346.207,-0.349676,0.0186915,3.26675,-0.499769,0.782303,-0.336185,-1.76357,0.0285681,0.0262952,0.0281844,-0.768854,-0.768854
354.009,0.988574,0.132134,4,15,0,-348.445,-0.344796,0.00412896,3.27345,-0.512128,0.760208,-0.340651,-1.75378,0.0213929,0.0306762,0.0338232,-0.786544,-0.786544
350.031,0.816984,0.222506,3,7,0,-346.116,-0.334595,0.0283177,3.25145,-0.494635,0.767318,-0.339094,-1.75171,0.0146544,0.0343726,0.0754145,-0.819695,-0.819695
