# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=21
# stan_version_patch=0
# init=user
# enable_random_init=1
# seed=876692233
# chain_id=4
# iter=1000
# warmup=500
# save_warmup=1
# thin=1
# refresh=100
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.8
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=15
# sampler_t=NUTS(diag_e)
# sample_file=/home/kendal/Documents/phd/henrik/ddm_in_stan/fits/temp_chains/chain_data_4.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,b.1,b.2,b.3,b.4,b_a.1,b_a.2,b_ndt.1,b_ndt.2,b_w.1,b_w.2,Intercept_sv,b_sv_Intercept
352.722,0.996852,0.0601559,5,31,0,-349.553,-0.35481,0.0176574,3.29908,-0.56007,0.768228,-0.361814,-1.7609,0.0279018,0.0314502,0.0602868,-0.828029,-0.828029
350.005,0.996363,0.108859,5,31,0,-345.648,-0.351032,0.0217708,3.17232,-0.436878,0.750101,-0.324451,-1.74985,0.0134686,0.0397496,0.0273091,-0.865282,-0.865282
353.307,0.975749,0.194785,4,15,0,-344.978,-0.35245,0.0272199,3.19945,-0.521631,0.751691,-0.337425,-1.75675,0.0230326,0.0353481,0.0451176,-1.06217,-1.06217
351.988,0.20539,0.325901,3,13,1,-348.624,-0.374778,0.0319874,3.2145,-0.503388,0.755757,-0.338434,-1.75424,0.0209051,0.0315306,0.0416075,-1.04656,-1.04656
352.511,0.98751,0.0644093,5,31,0,-345.402,-0.345661,0.0308596,3.16238,-0.523239,0.749076,-0.344681,-1.75635,0.0215726,0.0231129,0.0444698,-1.03914,-1.03914
354.047,0.884103,0.111373,5,47,0,-346.79,-0.372922,0.049485,3.23294,-0.591344,0.76223,-0.345449,-1.75269,0.0222918,0.0446356,0.0236076,-0.879744,-0.879744
354.131,0.991575,0.144114,5,31,0,-348.902,-0.313662,0.0711107,3.26451,-0.623297,0.764709,-0.36013,-1.75357,0.0227668,0.0121196,0.0195194,-0.773956,-0.773956
353.083,0.861735,0.24804,4,31,0,-350.849,-0.3198,0.07684,3.24909,-0.598765,0.77197,-0.35189,-1.75648,0.0251202,0.015318,0.00554329,-0.875475,-0.875475
355.078,0.153431,0.299109,2,7,1,-347.984,-0.348028,0.0779701,3.21712,-0.557407,0.760283,-0.346651,-1.75575,0.0248491,0.03127,0.016144,-0.901416,-0.901416
350.283,0.997826,0.0550183,6,127,0,-345.824,-0.335238,-0.0106712,3.36497,-0.672645,0.796992,-0.37091,-1.76115,0.0277859,0.0194976,0.0570735,-0.591065,-0.591065
349.298,0.988366,0.0957374,4,15,0,-346.155,-0.343768,-0.0111095,3.39708,-0.680128,0.794222,-0.374566,-1.76019,0.0264044,0.0175233,0.0422603,-0.587255,-0.587255
348.748,0.90275,0.161107,4,15,0,-345.494,-0.334669,-0.00317158,3.39991,-0.676264,0.794868,-0.373796,-1.75656,0.0250384,0.0180422,0.0515676,-0.650559,-0.650559
344.498,0.770612,0.215451,2,3,0,-339.843,-0.339196,-0.00181075,3.41178,-0.67988,0.793613,-0.383209,-1.75688,0.0210906,0.0114287,0.0525851,-0.674511,-0.674511
349.194,0.914845,0.20427,4,31,0,-340.059,-0.361301,-0.0178981,3.33592,-0.670083,0.783567,-0.356101,-1.76043,0.022649,0.0410228,0.066804,-0.566181,-0.566181
349.194,0.0381475,0.279927,2,3,0,-342.591,-0.361301,-0.0178981,3.33592,-0.670083,0.783567,-0.356101,-1.76043,0.022649,0.0410228,0.066804,-0.566181,-0.566181
346.505,0.995574,0.0415501,5,31,0,-343.215,-0.369669,-0.0194868,3.31079,-0.659641,0.79248,-0.356585,-1.75598,0.0196691,0.0267124,0.066104,-0.562472,-0.562472
349.213,0.999619,0.0702218,6,63,0,-342.257,-0.344997,0.0591691,3.16216,-0.476813,0.748167,-0.318705,-1.75395,0.0210055,0.0485703,0.00795186,-0.968781,-0.968781
344.334,0.992029,0.118944,5,31,0,-341.015,-0.293609,0.0489672,3.18487,-0.445624,0.751464,-0.314333,-1.758,0.0247422,0.0178872,0.0270703,-1.16472,-1.16472
348.754,0.97054,0.19619,5,31,0,-339.996,-0.407833,0.0559253,3.25407,-0.587092,0.754592,-0.360096,-1.75108,0.0156815,0.0459173,0.0336552,-0.776703,-0.776703
348.754,0.0337153,0.30473,3,15,0,-340.392,-0.407833,0.0559253,3.25407,-0.587092,0.754592,-0.360096,-1.75108,0.0156815,0.0459173,0.0336552,-0.776703,-0.776703
350.525,0.999719,0.0478558,6,95,0,-344.575,-0.333582,0.0116529,3.23739,-0.569244,0.770073,-0.342155,-1.76227,0.0317018,0.0457938,0.0481368,-0.809999,-0.809999
350.331,0.999612,0.0800553,4,15,0,-346.702,-0.370127,-0.0124401,3.24855,-0.571578,0.764605,-0.363834,-1.75659,0.0270744,0.0185428,0.0495157,-0.837712,-0.837712
354.259,0.999852,0.132916,4,15,0,-347.886,-0.34038,-0.0207798,3.24221,-0.562491,0.761594,-0.355055,-1.75783,0.0221769,0.0310465,0.048984,-0.853961,-0.853961
353.844,0.901106,0.219252,4,31,0,-349.671,-0.326196,0.019089,3.26356,-0.617009,0.774658,-0.353319,-1.75501,0.017043,0.0217166,0.0555196,-0.724781,-0.724781
352.905,0.539121,0.284158,4,31,0,-348.488,-0.382912,0.100446,3.28223,-0.580621,0.774213,-0.338129,-1.75787,0.0213527,0.0528205,-0.00323714,-0.733826,-0.733826
351.727,0.340712,0.312692,4,31,0,-346.727,-0.356185,0.0915695,3.30908,-0.547744,0.779277,-0.356007,-1.7541,0.0237483,0.027309,-0.00992801,-0.756056,-0.756056
351.727,0,1.3566,0,1,1,-345.724,-0.356185,0.0915695,3.30908,-0.547744,0.779277,-0.356007,-1.7541,0.0237483,0.027309,-0.00992801,-0.756056,-0.756056
349.987,0.945164,0.160715,5,31,0,-345.478,-0.320174,0.0104741,3.24667,-0.602081,0.769816,-0.362802,-1.76111,0.0184702,0.00764951,0.0410018,-0.765076,-0.765076
354.996,0.939948,0.160614,5,31,0,-344.337,-0.357032,0.0857608,3.27743,-0.624238,0.773084,-0.362629,-1.75862,0.0240224,0.0437861,0.0102651,-0.775945,-0.775945
355.683,0.869732,0.193338,5,31,0,-350.515,-0.357558,0.00960716,3.22178,-0.555851,0.762413,-0.345253,-1.75662,0.0243425,0.0340072,0.0442115,-0.826942,-0.826942
352.719,0.970169,0.210876,4,15,0,-351.194,-0.33753,0.0469771,3.19069,-0.569801,0.748825,-0.347465,-1.74918,0.0144996,0.042403,0.0374755,-0.904381,-0.904381
353.805,1,0.330151,3,15,0,-350.702,-0.35025,0.0350301,3.20466,-0.577546,0.750489,-0.345841,-1.75126,0.0142011,0.04529,0.0428091,-0.899187,-0.899187
353.805,1.71259e-05,0.592759,1,2,1,-346.386,-0.35025,0.0350301,3.20466,-0.577546,0.750489,-0.345841,-1.75126,0.0142011,0.04529,0.0428091,-0.899187,-0.899187
353.24,0.996626,0.0472112,6,63,0,-348.919,-0.348146,0.0373447,3.20781,-0.573842,0.749864,-0.345373,-1.75215,0.0173681,0.0471539,0.0474555,-0.946997,-0.946997
350.941,0.976669,0.0860799,4,15,0,-347.328,-0.349988,0.0439257,3.19408,-0.581499,0.75403,-0.33665,-1.75039,0.0149946,0.048443,0.0455415,-0.967346,-0.967346
349.613,0.938934,0.14975,4,31,0,-344.151,-0.370914,0.0576523,3.2003,-0.490666,0.752291,-0.349591,-1.75377,0.0134549,0.0533703,0.0400507,-0.979292,-0.979292
344.305,0.689698,0.233052,5,31,0,-339.562,-0.351267,0.0143652,3.28329,-0.625899,0.773436,-0.37238,-1.75952,0.0177143,0.0167407,0.0379755,-0.583925,-0.583925
352.688,1,0.165955,3,7,0,-342.151,-0.354338,0.0210737,3.30159,-0.618113,0.783141,-0.360203,-1.75367,0.0239113,0.0285112,0.0401175,-0.709112,-0.709112
347.721,0.449343,0.31474,4,15,0,-345.807,-0.306699,0.0277325,3.29542,-0.573154,0.769444,-0.360664,-1.76095,0.0186608,0.00093369,0.0588055,-0.813395,-0.813395
352.343,0.977682,0.106803,5,31,0,-342.568,-0.32343,-0.00217167,3.16674,-0.496636,0.750707,-0.331701,-1.75409,0.0182531,0.0137196,0.045058,-0.902443,-0.902443
350.591,0.816846,0.189201,4,31,0,-341.935,-0.37797,0.0928686,3.27538,-0.48598,0.767541,-0.334647,-1.76101,0.0213301,0.0517042,0.0094498,-0.922071,-0.922071
354.487,0.991252,0.203177,3,15,0,-346.726,-0.356288,0.0527972,3.26645,-0.527404,0.765986,-0.347054,-1.75779,0.0263282,0.0388311,0.030453,-0.935437,-0.935437
354.003,0.418758,0.371823,2,7,0,-350.5,-0.353833,0.0350989,3.24662,-0.517756,0.756881,-0.344635,-1.75526,0.0251241,0.0428737,0.0267624,-0.961957,-0.961957
351.936,0.999654,0.119057,5,31,0,-348.783,-0.334314,-0.0191166,3.32385,-0.579028,0.776538,-0.345901,-1.75564,0.0188428,0.0288202,0.0611016,-0.616882,-0.616882
351.223,0.867699,0.222742,5,31,0,-345.027,-0.354772,0.0872925,3.28309,-0.502661,0.763869,-0.334339,-1.75969,0.0218443,0.0393778,-0.0137473,-0.84845,-0.84845
352.357,0.962906,0.278543,4,15,0,-346.839,-0.307999,0.00935558,3.17945,-0.534105,0.751255,-0.346965,-1.75351,0.0201411,0.0178914,0.0389674,-0.832118,-0.832118
352.316,0.0379455,0.460089,2,7,1,-341.778,-0.329579,0.00644671,3.25038,-0.56831,0.769496,-0.349163,-1.75048,0.0155789,0.0152901,0.0596599,-0.865373,-0.865373
352.222,0.983979,0.0500813,6,63,0,-343.404,-0.374385,0.0629578,3.22156,-0.521374,0.760259,-0.337449,-1.7523,0.0221105,0.0570648,0.0101583,-0.790969,-0.790969
350.223,0.962187,0.0885506,4,31,0,-347.738,-0.396739,0.0774673,3.25202,-0.529443,0.759766,-0.339987,-1.75943,0.0162658,0.0547975,0.00855962,-0.957336,-0.957336
349.138,0.966841,0.145676,4,15,0,-341.231,-0.412652,0.0591085,3.24759,-0.458423,0.760706,-0.333653,-1.75364,0.0187331,0.0819781,0.0132589,-0.808605,-0.808605
355.872,0.780824,0.24087,4,15,0,-346.592,-0.359611,0.0560113,3.25734,-0.556776,0.766205,-0.352374,-1.75338,0.0208213,0.034358,0.0198708,-0.848898,-0.848898
351.771,0.591981,0.233175,3,7,0,-349.361,-0.370753,0.0576898,3.23098,-0.563746,0.768443,-0.343521,-1.76544,0.029208,0.0442934,0.0114745,-0.764072,-0.764072
353.543,0.942741,0.132896,3,7,0,-347.225,-0.37097,0.0658777,3.24979,-0.561389,0.772919,-0.351635,-1.76226,0.030894,0.0384817,0.0248876,-0.841841,-0.841841
352.829,0.96877,0.203117,3,15,0,-350.296,-0.356343,0.0685458,3.24836,-0.590413,0.76734,-0.345199,-1.76399,0.0299438,0.0386369,0.00753877,-0.857837,-0.857837
353.728,0.664829,0.331229,5,31,0,-347.677,-0.360281,-0.000896673,3.23258,-0.564416,0.76506,-0.345952,-1.75613,0.0155658,0.0454761,0.0348179,-0.806981,-0.806981
350.904,0.862887,0.233069,3,7,0,-347.925,-0.381219,0.0156739,3.24812,-0.544297,0.753147,-0.343587,-1.75,0.0190735,0.0307361,0.0306963,-0.907113,-0.907113
349.463,0.592032,0.282475,3,15,0,-341.265,-0.370211,0.0708376,3.23118,-0.54746,0.772925,-0.355131,-1.76143,0.031802,0.0503491,0.0281792,-0.719295,-0.719295
350.927,0.992531,0.164526,4,15,0,-345.789,-0.362972,0.0466153,3.29758,-0.612907,0.783352,-0.358763,-1.7597,0.0209191,0.0345505,0.0160181,-0.845155,-0.845155
352.595,1,0.281851,3,15,0,-349.774,-0.346661,0.0405779,3.26157,-0.587461,0.762526,-0.353085,-1.75434,0.0195072,0.0343263,0.0463671,-0.658832,-0.658832
352.595,0.0010339,0.488231,2,3,0,-347.434,-0.346661,0.0405779,3.26157,-0.587461,0.762526,-0.353085,-1.75434,0.0195072,0.0343263,0.0463671,-0.658832,-0.658832
351.244,0.996931,0.0606288,5,31,0,-349.733,-0.372973,-0.00820034,3.33415,-0.542041,0.775132,-0.343404,-1.75928,0.0217411,0.0412211,0.0415665,-0.844865,-0.844865
352.773,0.995188,0.104533,6,63,0,-346.479,-0.323968,0.0772748,3.28462,-0.624309,0.767515,-0.363552,-1.75324,0.0240043,0.0152591,0.0308569,-0.734687,-0.734687
344.008,0.885649,0.177889,3,7,0,-341.908,-0.306671,0.083107,3.27692,-0.604683,0.768181,-0.375565,-1.75786,0.0230525,0.0254118,0.0177653,-0.599631,-0.599631
345.47,0.848525,0.226601,3,7,0,-335.537,-0.308518,0.0790793,3.29581,-0.619949,0.762961,-0.374308,-1.75949,0.0231243,0.020142,0.00421733,-0.656182,-0.656182
351.499,0.812097,0.261605,5,31,0,-341.466,-0.335937,0.00832069,3.22606,-0.486548,0.749903,-0.332578,-1.7536,0.0141045,0.034599,0.0276622,-0.852954,-0.852954
353.11,0.961513,0.274811,4,15,0,-348.208,-0.381929,0.0123836,3.24972,-0.552529,0.757379,-0.350236,-1.75742,0.0228842,0.0424793,0.0624757,-0.905873,-0.905873
354.136,0.939689,0.419772,4,15,0,-351.57,-0.361487,0.0329999,3.29583,-0.564028,0.77249,-0.344137,-1.75533,0.0213557,0.0267212,0.050472,-0.81048,-0.81048
354.136,0.00105409,0.603439,1,3,1,-345.372,-0.361487,0.0329999,3.29583,-0.564028,0.77249,-0.344137,-1.75533,0.0213557,0.0267212,0.050472,-0.81048,-0.81048
349.265,0.99059,0.0845706,5,47,0,-345.323,-0.373801,0.0183412,3.17555,-0.544917,0.748045,-0.347886,-1.75175,0.0183824,0.0616431,0.0130298,-0.864036,-0.864036
347.897,0.817509,0.138617,3,15,0,-339.819,-0.384749,0.0427983,3.2209,-0.523262,0.753052,-0.343756,-1.75929,0.0202509,0.0367995,0.0609928,-0.93094,-0.93094
352.757,0.999287,0.147896,4,15,0,-345.679,-0.385411,0.0194199,3.23418,-0.543016,0.765925,-0.341837,-1.75266,0.0204204,0.0575738,0.0449277,-0.938026,-0.938026
354.684,0.579757,0.24484,4,15,0,-348.635,-0.362323,0.0596112,3.26422,-0.574438,0.762191,-0.341538,-1.75589,0.0189123,0.0309252,0.0112943,-0.801021,-0.801021
353.954,0.926822,0.146708,4,23,0,-350.524,-0.365259,0.0509924,3.25331,-0.552343,0.762909,-0.346762,-1.75359,0.012082,0.0374798,0.0146152,-0.771343,-0.771343
353.906,0.918757,0.202828,4,15,0,-347.866,-0.353384,0.0439865,3.32056,-0.517695,0.773837,-0.348512,-1.75333,0.0223625,0.0305855,0.0259994,-0.77646,-0.77646
352.004,0.983434,0.273869,3,15,0,-349.006,-0.355806,0.0417404,3.33423,-0.575319,0.777622,-0.346536,-1.75492,0.0152051,0.0161626,0.03058,-0.774765,-0.774765
348.028,0.0465156,0.428925,3,7,0,-342.667,-0.334545,0.0265723,3.30085,-0.595072,0.777394,-0.355893,-1.74927,0.00779962,0.0142545,0.0396901,-0.814272,-0.814272
351.466,0.997891,0.0744522,5,31,0,-341.303,-0.365981,0.0146569,3.27894,-0.545116,0.783802,-0.347181,-1.7608,0.0245063,0.0443451,0.0357064,-0.665678,-0.665678
352.789,0.983781,0.120891,4,23,0,-345.992,-0.353192,0.103719,3.3276,-0.637469,0.776052,-0.36159,-1.75479,0.0192595,0.0330159,0.0117085,-0.782664,-0.782664
354.849,0.973947,0.18879,4,31,0,-348.138,-0.372565,0.019036,3.26254,-0.603753,0.767684,-0.353797,-1.7596,0.0276577,0.0546981,0.0511832,-0.788242,-0.788242
354.708,0.834769,0.286576,4,15,0,-348.98,-0.331209,0.0756658,3.2638,-0.54793,0.773431,-0.347687,-1.76071,0.0265944,0.0187416,0.0125665,-0.810654,-0.810654
353.562,0.751235,0.314953,3,15,0,-351.691,-0.35586,0.0349762,3.2488,-0.585632,0.767932,-0.345357,-1.75165,0.0150593,0.04538,0.0256063,-0.882115,-0.882115
351.437,0.990626,0.286048,3,7,0,-348.57,-0.363847,0.0342865,3.25147,-0.590032,0.767003,-0.339451,-1.74974,0.00909604,0.0450232,0.0298456,-0.884287,-0.884287
351.437,0.00316102,0.446092,2,7,0,-342.493,-0.363847,0.0342865,3.25147,-0.590032,0.767003,-0.339451,-1.74974,0.00909604,0.0450232,0.0298456,-0.884287,-0.884287
351.818,0.999151,0.0757575,4,31,0,-347.685,-0.370042,0.0303005,3.25294,-0.586506,0.76856,-0.334664,-1.75253,0.0113616,0.0484146,0.0334569,-0.868823,-0.868823
353.675,0.995764,0.120708,4,15,0,-349.446,-0.364984,0.00570614,3.25753,-0.553253,0.759888,-0.359154,-1.75921,0.0283096,0.0390335,0.0462465,-0.772242,-0.772242
349.71,0.709126,0.189815,4,15,0,-344.447,-0.358762,-0.0141735,3.2024,-0.578711,0.764957,-0.363193,-1.76249,0.0273066,0.02777,0.0641337,-0.797505,-0.797505
347.901,0.952054,0.158009,4,15,0,-342.408,-0.316372,-0.0169619,3.28706,-0.619725,0.7726,-0.354091,-1.75205,0.00889574,0.0220198,0.0611765,-0.841663,-0.841663
349.43,0.991067,0.224228,5,31,0,-343.671,-0.403188,0.046617,3.22887,-0.517664,0.757951,-0.341196,-1.74888,0.0103944,0.0589043,0.0435721,-1.00041,-1.00041
349.43,0.0807098,0.344942,3,7,0,-343.39,-0.403188,0.046617,3.22887,-0.517664,0.757951,-0.341196,-1.74888,0.0103944,0.0589043,0.0435721,-1.00041,-1.00041
348.533,0.997381,0.0737552,5,31,0,-345.775,-0.39134,0.0428477,3.2215,-0.483014,0.763413,-0.334808,-1.75876,0.0279814,0.071897,0.00453382,-0.806466,-0.806466
352.447,0.980951,0.115157,4,31,0,-343.071,-0.361411,0.0423972,3.27352,-0.598142,0.772176,-0.356712,-1.75442,0.0174895,0.0337331,0.0549897,-0.876222,-0.876222
352.087,0.974013,0.172712,4,31,0,-349.038,-0.376387,0.034787,3.28256,-0.586018,0.776102,-0.349143,-1.75919,0.0219831,0.0536487,0.012381,-0.645722,-0.645722
348.637,0.917768,0.254075,3,7,0,-345.713,-0.399531,0.0586198,3.35751,-0.635895,0.782941,-0.371271,-1.75977,0.0201376,0.0531558,0.0503734,-0.743689,-0.743689
348.44,0.966178,0.330431,3,7,0,-344.685,-0.39216,0.023421,3.36333,-0.658855,0.798487,-0.357598,-1.76305,0.0255812,0.0537435,0.0230932,-0.550741,-0.550741
348.44,0.00699457,0.474401,1,3,1,-338.471,-0.39216,0.023421,3.36333,-0.658855,0.798487,-0.357598,-1.76305,0.0255812,0.0537435,0.0230932,-0.550741,-0.550741
349.363,0.99995,0.0912397,4,15,0,-346.977,-0.386044,0.0206029,3.36574,-0.650566,0.796749,-0.359255,-1.75964,0.0257847,0.054327,0.0222211,-0.556166,-0.556166
350.779,0.887746,0.140932,3,7,0,-344.596,-0.387057,0.0238793,3.37489,-0.657039,0.795095,-0.359424,-1.76104,0.0235903,0.0527792,0.0220234,-0.59502,-0.59502
350.185,0.947538,0.171776,5,31,0,-343.674,-0.358311,0.0444977,3.13939,-0.511763,0.746289,-0.340234,-1.75676,0.0249365,0.0273649,0.0274449,-1.13468,-1.13468
352.794,0.958119,0.23629,5,31,0,-345.619,-0.348906,0.00781029,3.34337,-0.574917,0.785211,-0.354482,-1.76032,0.0260425,0.0158959,0.0404255,-0.620403,-0.620403
353.401,0.255568,0.331041,4,15,0,-347.332,-0.362322,0.0181346,3.30456,-0.683028,0.779369,-0.370996,-1.75821,0.0250905,0.0324909,0.0513922,-0.663022,-0.663022
350.091,0.961259,0.110424,5,31,0,-346.427,-0.326313,0.00367542,3.33612,-0.547957,0.788926,-0.346061,-1.75769,0.02229,-0.000892276,0.0549873,-0.654848,-0.654848
351.794,0.948454,0.155739,4,15,0,-344.081,-0.324242,0.0281695,3.30035,-0.596068,0.774239,-0.354098,-1.76119,0.0300693,0.00510771,0.0370661,-0.649018,-0.649018
351.848,0.716196,0.213296,3,15,0,-343.195,-0.331734,0.0587561,3.30275,-0.5779,0.777386,-0.357349,-1.76128,0.0319654,0.0277645,0.0487932,-0.663792,-0.663792
352.897,0.976955,0.182692,4,15,0,-349.202,-0.338352,0.0802409,3.23855,-0.565254,0.761227,-0.34859,-1.7536,0.02023,0.035131,0.0403632,-0.750679,-0.750679
353.235,0.373198,0.263804,3,7,0,-346.516,-0.345165,0.0626213,3.26207,-0.544713,0.763277,-0.342437,-1.75869,0.0173272,0.0276396,0.0294955,-0.901205,-0.901205
351.006,0.981227,0.114312,4,15,0,-346.407,-0.351811,0.0279692,3.22943,-0.607977,0.771402,-0.347045,-1.7567,0.0259081,0.0432082,0.0158703,-0.827992,-0.827992
350.952,0.977493,0.166231,5,31,0,-346.084,-0.40502,0.036254,3.3302,-0.578311,0.78694,-0.341014,-1.75909,0.0177832,0.062165,0.0225893,-0.736404,-0.736404
350.109,0.917144,0.239085,4,15,0,-345.22,-0.385649,0.0446842,3.33303,-0.603296,0.785181,-0.37122,-1.75866,0.0234966,0.038471,0.0537926,-0.670835,-0.670835
351.75,0.558027,0.304453,4,15,0,-344.982,-0.365777,0.0312796,3.23333,-0.501465,0.760193,-0.358689,-1.7562,0.0214727,0.0408001,0.0428166,-0.874063,-0.874063
350.639,0.993727,0.19202,3,15,0,-348.363,-0.354333,0.0361962,3.26124,-0.621551,0.765805,-0.340313,-1.75697,0.0225533,0.0549884,0.0420042,-0.766122,-0.766122
353.367,0.986895,0.283327,3,7,0,-348.415,-0.386677,0.0286402,3.27214,-0.558015,0.769528,-0.362183,-1.75809,0.0221611,0.0602362,0.0381487,-0.817047,-0.817047
353.367,0.00696869,0.411068,2,7,0,-342.572,-0.386677,0.0286402,3.27214,-0.558015,0.769528,-0.362183,-1.75809,0.0221611,0.0602362,0.0381487,-0.817047,-0.817047
350.893,0.969368,0.0902786,4,15,0,-344.782,-0.378575,0.0321927,3.24938,-0.528418,0.774341,-0.340101,-1.76556,0.0336167,0.0456628,0.0135812,-0.815804,-0.815804
353.842,0.997108,0.126876,4,15,0,-348.086,-0.370034,0.08026,3.29288,-0.545117,0.765728,-0.352842,-1.75593,0.0200669,0.0526893,0.018894,-0.729405,-0.729405
355.412,0.997375,0.187404,4,23,0,-350.985,-0.35842,0.0401792,3.25315,-0.566681,0.77122,-0.346594,-1.75821,0.0264331,0.0415878,0.0378309,-0.832703,-0.832703
353.177,0.719762,0.275971,3,7,0,-348.185,-0.323899,0.0456385,3.28866,-0.570522,0.777518,-0.34438,-1.75817,0.019619,0.0253445,0.012432,-0.808225,-0.808225
352.586,0.981334,0.239714,4,15,0,-350.371,-0.358549,0.0731517,3.30264,-0.633983,0.772234,-0.352801,-1.75864,0.024014,0.0495934,0.00470701,-0.805298,-0.805298
352.769,0.123645,0.340947,2,7,0,-346.709,-0.388608,0.0611704,3.28468,-0.554903,0.776971,-0.35581,-1.75555,0.0180495,0.0493156,0.0166039,-0.717177,-0.717177
352.583,0.994413,0.0970123,4,31,0,-348.67,-0.385428,0.0765673,3.31017,-0.629541,0.770925,-0.359558,-1.75885,0.0306698,0.0503693,0.0113906,-0.696771,-0.696771
351.606,0.896801,0.141496,3,7,0,-349.924,-0.376665,0.0832032,3.29292,-0.608287,0.779938,-0.361696,-1.76108,0.0198948,0.0451582,0.00908639,-0.79398,-0.79398
349.525,0.930569,0.171606,3,7,0,-344.022,-0.395536,0.112418,3.29916,-0.637505,0.763562,-0.354134,-1.75032,0.0186116,0.0477948,0.000332004,-0.728984,-0.728984
351.367,0.981236,0.221156,5,31,0,-345.806,-0.358259,-0.0355487,3.28376,-0.502511,0.762023,-0.331718,-1.75687,0.0223802,0.0368812,0.0629596,-0.801884,-0.801884
350.382,0.927521,0.312196,4,15,0,-345.566,-0.349794,0.0102027,3.18688,-0.587927,0.758311,-0.351713,-1.75465,0.0149752,0.0533721,0.0428548,-0.952736,-0.952736
350.382,0.0313858,0.398221,3,11,0,-339.839,-0.349794,0.0102027,3.18688,-0.587927,0.758311,-0.351713,-1.75465,0.0149752,0.0533721,0.0428548,-0.952736,-0.952736
350.378,0.992727,0.0987203,5,31,0,-344.959,-0.393959,0.026255,3.23327,-0.48421,0.768742,-0.346465,-1.75887,0.0256122,0.0461988,0.0446073,-0.915625,-0.915625
354.308,1,0.284295,3,15,0,-346.529,-0.364216,0.03722,3.32608,-0.546625,0.775031,-0.348259,-1.7594,0.0271351,0.0493569,0.0260318,-0.722795,-0.722795
354.308,0,4.08973,0,1,1,-350.246,-0.364216,0.03722,3.32608,-0.546625,0.775031,-0.348259,-1.7594,0.0271351,0.0493569,0.0260318,-0.722795,-0.722795
354.308,0.000955777,0.691169,1,3,0,-351.533,-0.364216,0.03722,3.32608,-0.546625,0.775031,-0.348259,-1.7594,0.0271351,0.0493569,0.0260318,-0.722795,-0.722795
352.425,0.995501,0.0683454,6,63,0,-351.073,-0.356385,0.0247664,3.26799,-0.645845,0.774419,-0.361765,-1.75435,0.0162187,0.0438133,0.0250558,-0.722049,-0.722049
350.399,0.996516,0.0912774,4,15,0,-348.045,-0.349778,0.0160945,3.26289,-0.666116,0.768371,-0.35789,-1.75204,0.019519,0.0465273,0.0301291,-0.681255,-0.681255
352.835,0.998968,0.141206,4,15,0,-345.688,-0.34995,0.0319453,3.27248,-0.658138,0.771794,-0.361421,-1.75405,0.0209539,0.0503766,0.0371432,-0.718078,-0.718078
352.818,0.858283,0.239471,4,31,0,-348.741,-0.349302,0.04275,3.35956,-0.61275,0.79024,-0.366723,-1.76043,0.0259921,0.0368641,0.024639,-0.620666,-0.620666
355.167,0.875461,0.275561,4,15,0,-348.907,-0.338702,0.0249825,3.25977,-0.603811,0.769954,-0.351757,-1.75647,0.0166767,0.0304361,0.046926,-0.794791,-0.794791
352.514,0.681136,0.341527,3,15,0,-350.024,-0.367018,0.0276465,3.28085,-0.582213,0.769497,-0.361247,-1.75227,0.0205643,0.0209249,0.0418905,-0.799641,-0.799641
350.671,0.812696,0.232251,4,23,0,-345.292,-0.398033,-0.0286793,3.31382,-0.579417,0.777679,-0.35636,-1.76086,0.021827,0.0565403,0.09452,-0.722106,-0.722106
351.963,0.91171,0.240926,4,15,0,-343.74,-0.402739,-0.0204481,3.26356,-0.580033,0.765573,-0.350167,-1.75923,0.0255002,0.059014,0.0353538,-0.844229,-0.844229
350.493,0.391077,0.343831,4,15,0,-344.178,-0.324285,0.064562,3.35638,-0.640357,0.779064,-0.35718,-1.75929,0.0270993,0.0203012,0.00122268,-0.705368,-0.705368
348.86,0.997648,0.0954625,5,47,0,-343.467,-0.367104,0.0485699,3.31885,-0.585447,0.790053,-0.346683,-1.75451,0.0158577,0.015577,0.0217033,-0.638176,-0.638176
344.942,0.980361,0.180082,3,15,0,-338.108,-0.390734,0.00115231,3.36181,-0.576653,0.772046,-0.350303,-1.75466,0.0208621,0.0676579,0.0131011,-0.713772,-0.713772
345.157,0.934318,0.320838,3,7,0,-338.82,-0.407115,0.0516257,3.30433,-0.617527,0.775956,-0.34952,-1.76192,0.0258699,0.053812,0.0724152,-0.663586,-0.663586
347.693,0.233489,0.493174,3,15,0,-338.217,-0.38466,0.0404555,3.2676,-0.639965,0.759104,-0.356372,-1.75399,0.0140668,0.0749292,0.0174448,-0.836176,-0.836176
350.954,0.99872,0.0873468,4,15,0,-343.817,-0.403695,0.0610591,3.25512,-0.57004,0.764255,-0.357969,-1.7543,0.0222265,0.048999,0.0467198,-0.82596,-0.82596
352.056,0.963738,0.164446,4,23,0,-343.793,-0.380546,0.0685111,3.26451,-0.582731,0.760074,-0.362499,-1.7584,0.0235952,0.0537513,0.0445895,-0.842643,-0.842643
