# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=21
# stan_version_patch=0
# init=user
# enable_random_init=1
# seed=1132348656
# chain_id=1
# iter=1000
# warmup=500
# save_warmup=1
# thin=1
# refresh=100
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.8
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=15
# sampler_t=NUTS(diag_e)
# sample_file=/home/kendal/Documents/phd/henrik/ddm_in_stan/fits/temp_chains/chain_data_1.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,b.1,b.2,b.3,b.4,b_a.1,b_a.2,b_ndt.1,b_ndt.2,b_w.1,b_w.2,Intercept_sv,b_sv_Intercept
350.697,0.984044,0.161908,5,47,0,-339.004,-0.360467,0.0680631,3.32065,-0.676281,0.789027,-0.371314,-1.76225,0.0265341,0.0492693,0.0216709,-0.605986,-0.605986
347.999,0.845344,0.26615,4,15,0,-344.063,-0.35265,0.0782849,3.41962,-0.657276,0.791038,-0.357651,-1.75908,0.0270663,0.0427612,0.0213588,-0.620758,-0.620758
348.376,0.535689,0.304875,3,7,0,-344.072,-0.357466,0.0785283,3.41873,-0.653917,0.802401,-0.36459,-1.7625,0.0240843,0.0419785,0.0154097,-0.632545,-0.632545
350.341,0.992076,0.159214,5,31,0,-343.516,-0.392375,0.100371,3.35417,-0.648793,0.782213,-0.362375,-1.75551,0.022048,0.0388322,-0.00628777,-0.574083,-0.574083
351.608,0.658941,0.264058,3,7,0,-344.675,-0.359966,0.0932581,3.36001,-0.636541,0.784766,-0.356959,-1.75889,0.0207973,0.0518734,0.00998373,-0.612299,-0.612299
354.94,0.994013,0.189463,5,31,0,-348.21,-0.369146,0.0321199,3.27051,-0.568046,0.765884,-0.360018,-1.75697,0.0224594,0.0486691,0.0230704,-0.77531,-0.77531
353.657,0.645217,0.312962,3,15,0,-347.99,-0.372631,0.0398496,3.26067,-0.582057,0.769099,-0.36374,-1.76162,0.0333557,0.0476722,0.0263474,-0.765096,-0.765096
353.706,0.975156,0.217841,3,7,0,-350.052,-0.364706,0.033008,3.27278,-0.588559,0.767774,-0.368643,-1.75839,0.0293048,0.0430143,0.0331661,-0.74222,-0.74222
355.126,0.234179,0.340815,3,11,1,-351.3,-0.363642,0.027059,3.27752,-0.601717,0.76706,-0.36255,-1.75987,0.0289452,0.0465469,0.0381611,-0.766702,-0.766702
356.103,0.996455,0.0880327,5,63,0,-352.284,-0.347511,0.0614077,3.28,-0.583514,0.772102,-0.352345,-1.75675,0.0241017,0.0232059,0.0177539,-0.802721,-0.802721
354.403,0.746427,0.14495,5,31,0,-350.429,-0.31607,0.0203467,3.2733,-0.579587,0.764686,-0.349379,-1.75767,0.0221434,0.0194547,0.0393562,-0.742012,-0.742012
351.266,0.78371,0.130424,5,63,0,-344.913,-0.375646,0.0565928,3.21424,-0.554328,0.758851,-0.351031,-1.75066,0.0224069,0.0544502,0.00783815,-0.843471,-0.843471
352.488,0.999903,0.128378,4,31,0,-345.633,-0.359413,0.0358032,3.21087,-0.533165,0.75,-0.346248,-1.75002,0.0205662,0.0491018,0.0245895,-0.848085,-0.848085
352.099,0.262268,0.420727,3,9,1,-349.126,-0.37792,0.0433348,3.21861,-0.573751,0.76466,-0.34666,-1.75535,0.0228697,0.0347669,0.01323,-0.969671,-0.969671
352.099,0,1.58268,0,1,1,-348.834,-0.37792,0.0433348,3.21861,-0.573751,0.76466,-0.34666,-1.75535,0.0228697,0.0347669,0.01323,-0.969671,-0.969671
349.812,0.961541,0.179739,4,15,0,-343.125,-0.389564,0.0676616,3.19521,-0.536951,0.754434,-0.332254,-1.75164,0.0191938,0.0407432,-0.0050692,-0.817469,-0.817469
349.055,1,0.183164,4,15,0,-344.29,-0.361446,0.0686434,3.23698,-0.549847,0.761286,-0.3247,-1.75094,0.00664493,0.0526525,0.0139904,-0.819551,-0.819551
349.562,0.960667,0.258644,4,15,0,-344.983,-0.315942,0.049113,3.30205,-0.559455,0.780073,-0.35229,-1.76567,0.0387412,0.02815,0.0154294,-0.761909,-0.761909
354.784,0.570429,0.369868,3,15,0,-345.953,-0.339443,0.0611565,3.26341,-0.59045,0.772245,-0.357717,-1.75982,0.0263142,0.0256622,0.0287106,-0.860641,-0.860641
351.838,0.889917,0.171508,5,31,0,-346.386,-0.371682,-0.0250688,3.2173,-0.436769,0.752757,-0.329324,-1.75463,0.0202225,0.0453595,0.0687881,-0.987554,-0.987554
350.36,0.915516,0.215171,3,7,0,-349.294,-0.376353,-0.0256247,3.21368,-0.44179,0.753939,-0.334209,-1.75258,0.0153604,0.0416054,0.0760885,-1.01421,-1.01421
348.692,0.335223,0.300595,4,15,0,-344.061,-0.367841,-0.0472921,3.24447,-0.427789,0.759912,-0.321153,-1.75339,0.0114791,0.0468914,0.0798189,-0.965968,-0.965968
350.729,0.988475,0.0683939,6,127,0,-342.752,-0.316407,0.104938,3.24984,-0.643428,0.763026,-0.358169,-1.75571,0.0164052,0.00587446,0.0026418,-0.839815,-0.839815
345.283,0.943224,0.123418,5,31,0,-339.978,-0.417014,0.0413415,3.37139,-0.602215,0.785482,-0.343337,-1.74624,0.00940721,0.0666177,0.022038,-0.63521,-0.63521
349.103,0.996624,0.194802,5,31,0,-340.023,-0.303449,0.0695742,3.22345,-0.499962,0.767761,-0.332685,-1.75083,0.0117819,0.00882206,0.0209735,-0.749058,-0.749058
347.891,0.452802,0.365196,4,15,0,-337.617,-0.314386,0.0898237,3.33852,-0.662092,0.785762,-0.373775,-1.76431,0.0298615,-0.00489854,-0.00172004,-0.726104,-0.726104
352.822,0.945088,0.124298,5,31,0,-340.878,-0.374049,0.0437817,3.25691,-0.526229,0.764537,-0.340662,-1.75127,0.0215544,0.0288285,0.0162863,-0.852161,-0.852161
351.347,0.946163,0.19922,3,15,0,-345.595,-0.35064,0.0449263,3.22337,-0.549433,0.761589,-0.357947,-1.75894,0.0173069,0.0450951,0.0334532,-0.797752,-0.797752
352.895,0.887291,0.319422,4,15,0,-349.292,-0.323671,0.0717771,3.2032,-0.498177,0.749518,-0.344538,-1.75295,0.0220645,0.0303463,0.0264905,-0.914445,-0.914445
351.714,0.203526,0.425371,3,13,1,-349.798,-0.334746,0.020563,3.22178,-0.555077,0.756961,-0.337091,-1.75445,0.0236662,0.00844554,0.0220955,-0.899789,-0.899789
350.718,0.993693,0.069979,5,31,0,-344.29,-0.306822,0.0659343,3.28444,-0.484508,0.769835,-0.344296,-1.75864,0.0237588,0.0237586,0.0408582,-0.762568,-0.762568
351.837,0.901913,0.129924,5,31,0,-342.787,-0.369892,0.0209725,3.31382,-0.592067,0.773296,-0.347527,-1.75687,0.0215513,0.0162172,0.0254876,-0.741049,-0.741049
353.736,0.999504,0.181495,5,31,0,-347.953,-0.372982,-0.0168391,3.23173,-0.539027,0.757,-0.341219,-1.75673,0.021083,0.0467414,0.0395824,-0.921504,-0.921504
352.91,0.635891,0.337604,3,15,0,-348.336,-0.368918,0.00683093,3.25928,-0.540245,0.764015,-0.360397,-1.7612,0.0254271,0.0359281,0.0442923,-0.874429,-0.874429
351.546,0.962966,0.212252,3,15,0,-348.851,-0.372354,-0.000627593,3.30006,-0.535996,0.77278,-0.359224,-1.7571,0.0270868,0.0425203,0.0451286,-0.892197,-0.892197
351.546,4.23461e-05,0.35099,2,3,0,-341.286,-0.372354,-0.000627593,3.30006,-0.535996,0.77278,-0.359224,-1.7571,0.0270868,0.0425203,0.0451286,-0.892197,-0.892197
349.906,0.999841,0.0350496,6,63,0,-347.047,-0.375838,0.0266228,3.24413,-0.529739,0.766305,-0.33404,-1.75706,0.0241826,0.0579735,0.0615555,-0.700023,-0.700023
349.449,0.989256,0.0649441,5,63,0,-338.877,-0.394181,-0.0243614,3.32077,-0.568466,0.784502,-0.358228,-1.76603,0.0342347,0.0526887,0.0595027,-0.822214,-0.822214
352.527,0.917687,0.11557,4,31,0,-342.479,-0.387897,0.0216256,3.35201,-0.584012,0.779464,-0.355024,-1.76324,0.0274116,0.0513021,0.0449048,-0.740135,-0.740135
353.669,0.999707,0.166318,4,15,0,-350.254,-0.398056,0.0240917,3.3356,-0.584951,0.778052,-0.360069,-1.76125,0.0294337,0.0565561,0.0470671,-0.717153,-0.717153
355.86,0.508309,0.299544,4,15,0,-347.044,-0.320322,0.043575,3.24043,-0.541782,0.763612,-0.343239,-1.75683,0.0237551,0.0200957,0.0266781,-0.852794,-0.852794
351.783,0.950029,0.135942,5,31,0,-350.153,-0.381824,0.110219,3.29975,-0.584533,0.77036,-0.349461,-1.75818,0.0265919,0.0626139,-0.0125603,-0.820844,-0.820844
349.807,0.918235,0.211741,4,31,0,-344.813,-0.366937,0.147932,3.26125,-0.593645,0.766252,-0.363071,-1.75731,0.0280616,0.0268928,-0.0308744,-0.786258,-0.786258
349.557,0.199658,0.300086,4,31,0,-343.323,-0.350994,0.131159,3.25852,-0.575099,0.761954,-0.36119,-1.75988,0.0222733,0.0290427,-0.0326956,-0.806026,-0.806026
348.256,0.994943,0.0600616,5,31,0,-342.729,-0.353517,0.113686,3.26973,-0.550705,0.77527,-0.34204,-1.76462,0.0242294,0.0356124,-0.0357037,-0.790505,-0.790505
345.393,0.994027,0.10514,5,47,0,-339.959,-0.352471,-0.0264118,3.15711,-0.556613,0.744607,-0.341469,-1.76366,0.0270748,0.0476446,0.0676981,-0.852344,-0.852344
351.04,0.993592,0.181933,5,31,0,-341.424,-0.368522,-0.0101068,3.32721,-0.580872,0.789823,-0.344737,-1.76217,0.0232966,0.0320203,0.0385231,-0.644831,-0.644831
349.982,0.580643,0.311676,3,15,0,-343.051,-0.360992,-0.00564002,3.33076,-0.568161,0.779716,-0.366548,-1.7578,0.0256747,0.0376471,0.0237314,-0.733342,-0.733342
350.465,0.990946,0.178731,5,31,0,-346.28,-0.300411,0.0896145,3.26632,-0.562871,0.75549,-0.351273,-1.75019,0.0152583,0.0171269,0.0194614,-0.792015,-0.792015
351.844,0.646583,0.30152,3,15,0,-345.016,-0.345305,0.0288317,3.23123,-0.505709,0.765415,-0.338202,-1.76332,0.0272592,0.0217753,0.0120129,-0.919184,-0.919184
352.38,0.758178,0.206898,4,15,0,-344.147,-0.381419,0.0515011,3.22932,-0.492934,0.75778,-0.34234,-1.75758,0.0156012,0.0516294,0.0351939,-0.899452,-0.899452
352.99,0.954392,0.19018,5,31,0,-348.143,-0.314691,0.0912288,3.27648,-0.615091,0.776708,-0.357177,-1.75679,0.0252241,0.0231515,0.0239718,-0.752054,-0.752054
353.518,0.919617,0.288603,4,15,0,-349.841,-0.383165,0.0710242,3.24701,-0.550612,0.768755,-0.341195,-1.75607,0.0241095,0.05145,0.030255,-0.859567,-0.859567
353.469,0.368906,0.398537,3,11,0,-348.933,-0.346075,-0.0199347,3.26837,-0.605186,0.765699,-0.352142,-1.757,0.0212443,0.017342,0.0582856,-0.794273,-0.794273
350.914,0.975505,0.137389,5,31,0,-346.3,-0.401458,0.0342588,3.34713,-0.638288,0.789353,-0.353808,-1.76039,0.0220318,0.0430701,0.0392507,-0.722735,-0.722735
349.214,0.85076,0.218198,5,31,0,-343.132,-0.323657,-0.0398326,3.25389,-0.524717,0.769917,-0.337452,-1.76116,0.0196514,0.0286062,0.0748514,-0.936641,-0.936641
350.673,0.977357,0.252771,4,23,0,-341.685,-0.400958,0.0305741,3.22361,-0.532352,0.764228,-0.355849,-1.75747,0.0280946,0.0521106,0.0223208,-0.789605,-0.789605
351.467,0.290921,0.398765,3,9,0,-345.015,-0.36341,0.0710159,3.29988,-0.641055,0.778913,-0.363558,-1.7562,0.0168284,0.0436951,0.0394589,-0.807693,-0.807693
351.988,0.992719,0.117126,4,15,0,-348.858,-0.352791,0.0149511,3.27122,-0.628971,0.767347,-0.361641,-1.76098,0.0285855,0.0325331,0.0238587,-0.673336,-0.673336
350.798,0.994315,0.191551,4,15,0,-346.841,-0.364611,0.0843696,3.36836,-0.574634,0.779977,-0.35637,-1.75284,0.01856,0.044855,0.0305471,-0.737713,-0.737713
353.795,0.253998,0.3123,4,23,0,-344.942,-0.383039,0.0435147,3.26802,-0.625874,0.772328,-0.357846,-1.76322,0.0261263,0.0433329,0.030573,-0.744483,-0.744483
351.674,0.997736,0.0862575,5,63,0,-348.375,-0.364937,0.0359748,3.32311,-0.498224,0.776853,-0.345265,-1.75877,0.0192126,0.0456988,0.0147842,-0.783337,-0.783337
350.716,0.995359,0.141574,5,31,0,-346.358,-0.340027,0.03415,3.17069,-0.581379,0.754605,-0.34612,-1.75173,0.0194038,0.0149915,0.0349938,-1.013,-1.013
343.551,0.945225,0.229513,3,7,0,-340.949,-0.291284,0.0438182,3.16141,-0.494436,0.741998,-0.356555,-1.75852,0.0311992,0.025356,0.0515429,-0.91819,-0.91819
345.17,0.175156,0.328721,3,7,0,-335.522,-0.311043,0.0222798,3.14075,-0.566044,0.752968,-0.354214,-1.76688,0.0389087,0.0182814,0.0545797,-0.927819,-0.927819
347.614,0.99182,0.0781295,5,31,0,-341.863,-0.36281,-0.00653152,3.2639,-0.496249,0.760175,-0.33486,-1.74837,0.00684003,0.0268675,0.0438213,-1.00044,-1.00044
345.757,0.879186,0.124889,3,7,0,-340.052,-0.357693,0.00703568,3.22714,-0.511229,0.755779,-0.336172,-1.74949,0.00180911,0.025176,0.0404162,-0.996632,-0.996632
349.305,0.989456,0.153195,4,15,0,-340.037,-0.331254,0.0118277,3.20583,-0.561829,0.770165,-0.360393,-1.76564,0.0336792,0.0334751,0.0502261,-0.835367,-0.835367
351.219,0.971385,0.241033,5,31,0,-346.033,-0.369322,0.0709606,3.26463,-0.636664,0.758283,-0.349788,-1.75272,0.0133246,0.0360267,0.0163696,-0.828336,-0.828336
348.106,0.536628,0.361919,3,7,0,-344.579,-0.32344,0.0927352,3.25141,-0.651327,0.757602,-0.369505,-1.76182,0.0329459,0.0345065,-0.00288155,-0.84655,-0.84655
351.871,0.700669,0.202958,4,15,0,-339.734,-0.330976,0.0629181,3.20812,-0.584086,0.763481,-0.346907,-1.74901,0.0151745,0.0211084,0.0312423,-0.835145,-0.835145
352.232,0.992245,0.165504,5,31,0,-347.299,-0.369974,0.100698,3.24324,-0.538107,0.757825,-0.342417,-1.75681,0.025903,0.0367183,-0.022368,-0.9137,-0.9137
352.973,0.713585,0.258925,4,31,0,-347.036,-0.345237,-0.0294393,3.2895,-0.609909,0.777826,-0.364992,-1.76017,0.025363,0.0320361,0.0572882,-0.700277,-0.700277
354.147,0.981189,0.217441,4,31,0,-350.026,-0.341235,0.0654274,3.22975,-0.510223,0.75316,-0.337753,-1.75451,0.0189109,0.0292047,0.00666521,-0.821943,-0.821943
351.934,0.501685,0.329653,4,15,0,-348.145,-0.378173,0.0217545,3.20331,-0.50315,0.74682,-0.342418,-1.75298,0.0191629,0.0381293,0.0474254,-1.04656,-1.04656
350.62,0.957894,0.174239,4,15,0,-342.679,-0.356268,0.0214383,3.14132,-0.479585,0.742378,-0.336866,-1.75216,0.0154138,0.0511581,0.0544222,-1.11253,-1.11253
351.463,0.940807,0.250179,4,15,0,-348.286,-0.360733,0.0104855,3.17174,-0.49349,0.745399,-0.335108,-1.75603,0.0215261,0.0370244,0.0242818,-1.14354,-1.14354
354.628,0.988207,0.344727,4,31,0,-349.246,-0.354724,0.00279246,3.2874,-0.600528,0.772254,-0.350563,-1.75467,0.0196527,0.0303473,0.0342874,-0.677125,-0.677125
354.628,0.105883,0.524023,2,5,1,-351.497,-0.354724,0.00279246,3.2874,-0.600528,0.772254,-0.350563,-1.75467,0.0196527,0.0303473,0.0342874,-0.677125,-0.677125
349.782,0.806815,0.120209,5,31,0,-344.016,-0.291246,0.0390586,3.26525,-0.566646,0.778371,-0.355193,-1.75422,0.0223676,0.00860205,0.0482791,-0.783399,-0.783399
354.161,0.997222,0.124389,4,15,0,-345.978,-0.328521,0.0348212,3.23942,-0.582071,0.761647,-0.350428,-1.75025,0.0198487,0.0183091,0.0268958,-0.786214,-0.786214
356.402,0.996494,0.192428,4,15,0,-352.848,-0.362756,0.0259907,3.25667,-0.542068,0.765315,-0.345564,-1.75346,0.0164577,0.0394643,0.0409185,-0.81334,-0.81334
354.444,0.862091,0.295797,4,15,0,-352.241,-0.371855,0.054557,3.33916,-0.581425,0.783143,-0.360434,-1.76117,0.0290247,0.0415111,0.027546,-0.729244,-0.729244
347.153,0.37916,0.341655,3,7,0,-344.468,-0.420418,0.0359975,3.25014,-0.672358,0.770416,-0.358098,-1.75005,0.0150367,0.0580633,0.040662,-0.688393,-0.688393
351.317,0.997881,0.144255,4,15,0,-343.343,-0.362708,0.0183805,3.342,-0.654611,0.782309,-0.365286,-1.75627,0.0259535,0.0543246,0.0340679,-0.701534,-0.701534
352.707,0.958423,0.221155,5,31,0,-346.707,-0.351536,-0.0110274,3.31003,-0.569847,0.770906,-0.35145,-1.75617,0.018559,0.0503108,0.0687861,-0.68556,-0.68556
352.707,0.0997308,0.311181,2,7,0,-344.261,-0.351536,-0.0110274,3.31003,-0.569847,0.770906,-0.35145,-1.75617,0.018559,0.0503108,0.0687861,-0.68556,-0.68556
351.212,0.965087,0.0751541,5,31,0,-347.098,-0.373197,0.00502811,3.27962,-0.588721,0.774615,-0.34906,-1.74917,0.0162092,0.0292187,0.0600505,-0.757979,-0.757979
353.043,0.98495,0.107394,4,31,0,-346.152,-0.355657,0.013452,3.30441,-0.584919,0.772697,-0.360974,-1.75998,0.0279055,0.0544168,0.0389053,-0.776248,-0.776248
351.621,0.935191,0.15918,4,15,0,-346.233,-0.354103,0.0167576,3.26878,-0.549763,0.769466,-0.366259,-1.7653,0.0330602,0.0368894,0.0474779,-0.759697,-0.759697
352.998,0.758251,0.212546,3,15,0,-342.713,-0.344282,0.0372477,3.26821,-0.536785,0.767144,-0.353861,-1.75847,0.0283943,0.0270428,0.0366336,-0.680277,-0.680277
354.491,0.964567,0.19838,3,7,0,-351.34,-0.344728,0.0279333,3.3056,-0.577056,0.771754,-0.3423,-1.75614,0.0218688,0.0307879,0.0279915,-0.798755,-0.798755
353.751,0.998701,0.279751,4,23,0,-350.148,-0.342767,-0.0152631,3.21958,-0.520405,0.753382,-0.344657,-1.75586,0.0227981,0.038119,0.0728627,-0.862221,-0.862221
353.751,0.00379753,0.420754,2,7,1,-344.243,-0.342767,-0.0152631,3.21958,-0.520405,0.753382,-0.344657,-1.75586,0.0227981,0.038119,0.0728627,-0.862221,-0.862221
352.258,0.998263,0.0880809,4,31,0,-349.188,-0.319784,-0.034565,3.21194,-0.505138,0.759966,-0.343738,-1.75542,0.0206124,0.00970621,0.0706679,-0.931529,-0.931529
350.481,0.987926,0.132561,5,31,0,-346.326,-0.346941,-0.0568673,3.25601,-0.532108,0.761591,-0.340671,-1.7534,0.0160681,0.0411074,0.10687,-0.837841,-0.837841
351.818,0.82937,0.19473,4,15,0,-343.981,-0.334556,-0.029278,3.26851,-0.473334,0.762627,-0.341028,-1.7539,0.0204542,0.0192159,0.0428736,-0.852098,-0.852098
352.386,0.850287,0.209206,4,15,0,-346.6,-0.340518,0.00961444,3.19927,-0.583821,0.76312,-0.348016,-1.75636,0.0179951,0.0380158,0.0639217,-0.921569,-0.921569
348.954,0.865852,0.2339,3,7,0,-346.825,-0.347957,0.00182235,3.21667,-0.603636,0.746545,-0.343947,-1.75088,0.0159038,0.0283179,0.0531647,-0.979053,-0.979053
349.639,0.928179,0.269198,4,15,0,-342.91,-0.379884,0.029934,3.2879,-0.459369,0.767677,-0.322016,-1.75432,0.015897,0.0556879,0.0453268,-0.938065,-0.938065
351.428,0.631277,0.34881,3,15,0,-344.593,-0.316178,0.0566197,3.2361,-0.659133,0.761243,-0.356661,-1.75765,0.0251463,0.0147339,0.00670653,-0.77884,-0.77884
353.651,0.756067,0.255392,4,31,0,-344.823,-0.397679,0.021574,3.30062,-0.545322,0.776307,-0.339426,-1.75662,0.0197572,0.0540839,0.0194839,-0.778596,-0.778596
349.651,0.498939,0.237854,3,7,0,-345.697,-0.395004,0.0382009,3.30598,-0.51295,0.763923,-0.356116,-1.75473,0.0271077,0.0575072,0.0170065,-0.777316,-0.777316
353.356,0.87185,0.136078,5,47,0,-344.03,-0.376041,0.0252682,3.27133,-0.517715,0.773465,-0.339834,-1.75491,0.0192241,0.0470758,0.0270214,-0.899138,-0.899138
353.829,0.984993,0.158239,4,31,0,-350.395,-0.366354,0.0526582,3.21796,-0.542713,0.760551,-0.347244,-1.75775,0.0271088,0.0471259,0.0291496,-0.764446,-0.764446
352.604,0.997745,0.227326,4,31,0,-350.631,-0.354128,-0.00706754,3.33042,-0.580315,0.776939,-0.354329,-1.75561,0.0196268,0.0330541,0.051664,-0.836432,-0.836432
351.656,0.757125,0.3334,3,15,0,-348.377,-0.320987,0.0262432,3.20691,-0.594956,0.751491,-0.350223,-1.7576,0.0234689,0.022606,0.0466911,-0.781321,-0.781321
349.281,0.894125,0.311163,3,15,0,-344.484,-0.281761,0.0411685,3.31026,-0.574684,0.770939,-0.358992,-1.76182,0.0282078,-0.00934315,0.0335983,-0.784155,-0.784155
351.095,0.620658,0.374721,3,7,0,-345.106,-0.281107,0.0441555,3.25995,-0.576926,0.772194,-0.357426,-1.75531,0.0213888,-0.0136031,0.0346501,-0.747559,-0.747559
351.089,0.715374,0.271748,4,15,0,-342.145,-0.332506,0.00963786,3.276,-0.532288,0.778066,-0.331676,-1.76117,0.0194702,0.0219456,0.0297969,-0.75727,-0.75727
350.652,0.804436,0.235237,3,7,0,-343.47,-0.32533,0.0212689,3.2748,-0.529161,0.776253,-0.33754,-1.76353,0.0191097,0.0293679,0.0371988,-0.775332,-0.775332
354.429,0.784534,0.240024,3,11,0,-345.116,-0.366466,0.0792968,3.28992,-0.587308,0.773215,-0.35962,-1.75773,0.0192389,0.0380418,0.0176761,-0.711433,-0.711433
351.627,0.79975,0.236119,4,15,0,-349.152,-0.343013,-0.00808428,3.25743,-0.540305,0.759509,-0.354712,-1.75918,0.0207324,0.0418799,0.0740943,-0.771137,-0.771137
350.075,0.88187,0.238814,3,15,0,-344.488,-0.369102,-0.0185644,3.2609,-0.558531,0.767766,-0.358486,-1.75789,0.0180936,0.0317174,0.0894092,-0.799149,-0.799149
350.075,0,2.77145,0,1,1,-342.608,-0.369102,-0.0185644,3.2609,-0.558531,0.767766,-0.358486,-1.75789,0.0180936,0.0317174,0.0894092,-0.799149,-0.799149
350.937,0.143714,0.439493,2,7,0,-346.606,-0.350722,-0.040743,3.24482,-0.562032,0.763596,-0.350612,-1.7596,0.0169449,0.0332736,0.0909779,-0.796716,-0.796716
349.652,0.997808,0.0613058,7,127,0,-344.537,-0.389002,-0.0280843,3.28553,-0.605342,0.77106,-0.345191,-1.75016,0.0172892,0.0565149,0.0656843,-0.853015,-0.853015
352.105,0.997018,0.0828088,5,31,0,-344.478,-0.356226,-0.0309985,3.24478,-0.57759,0.766412,-0.349556,-1.75962,0.0297147,0.046761,0.053178,-0.762887,-0.762887
350.526,0.982759,0.128728,5,31,0,-345.585,-0.387032,0.0552352,3.28654,-0.594852,0.77618,-0.349843,-1.7534,0.018132,0.032916,0.0331105,-0.618274,-0.618274
348.153,0.905941,0.208197,4,15,0,-341.911,-0.367517,0.0515233,3.21183,-0.47564,0.759733,-0.349657,-1.76123,0.0280147,0.0368505,0.0348682,-0.757275,-0.757275
345.001,0.697903,0.278042,3,7,0,-340.608,-0.329425,0.0439087,3.2735,-0.60345,0.764207,-0.337157,-1.75275,0.00845587,0.0286009,0.0119523,-0.964668,-0.964668
349.784,0.996389,0.197582,3,15,0,-340.441,-0.33737,0.0226194,3.22206,-0.597527,0.762571,-0.340383,-1.75072,0.00943158,0.0268949,0.0164678,-0.908229,-0.908229
352.426,1,0.362954,3,7,0,-347.291,-0.358381,0.0368042,3.29314,-0.48038,0.767515,-0.345252,-1.75932,0.026784,0.0415278,0.0456035,-0.736808,-0.736808
352.426,5.39922e-179,0.681378,1,1,0,-346.391,-0.358381,0.0368042,3.29314,-0.48038,0.767515,-0.345252,-1.75932,0.026784,0.0415278,0.0456035,-0.736808,-0.736808
351.522,0.988389,0.0545211,5,63,0,-343.752,-0.390354,-0.025673,3.22628,-0.499659,0.762962,-0.344225,-1.75605,0.0257276,0.0416666,0.046874,-0.894379,-0.894379
351.866,1,0.0998066,4,31,0,-346.49,-0.389846,0.0169946,3.28279,-0.505227,0.768366,-0.34011,-1.76492,0.0302007,0.0500804,0.0329962,-0.834019,-0.834019
353.487,0.960831,0.189487,4,15,0,-347.689,-0.378658,0.00877089,3.24054,-0.517395,0.768796,-0.346179,-1.75982,0.0302273,0.0486475,0.0377305,-0.845926,-0.845926
353.51,0.739492,0.317258,2,7,0,-348.667,-0.400976,0.00805673,3.23851,-0.527995,0.756974,-0.337922,-1.75366,0.0162934,0.063612,0.0547662,-0.812882,-0.812882
349.359,0.818354,0.266391,4,15,0,-345.716,-0.391121,-0.0065035,3.25222,-0.440759,0.762476,-0.331205,-1.7508,0.0114106,0.0645532,0.0568898,-0.948661,-0.948661
350.487,0.893797,0.286183,3,15,0,-340.48,-0.323935,0.0804365,3.1743,-0.586772,0.753915,-0.355248,-1.76228,0.0298649,0.0182097,0.000195084,-1.00522,-1.00522
351.707,0.541872,0.387146,3,7,0,-341.928,-0.311172,0.0845018,3.23859,-0.59275,0.768383,-0.348143,-1.7563,0.0207054,0.0229959,0.0368958,-0.870189,-0.870189
352.506,0.98754,0.179589,4,31,0,-341.566,-0.377155,0.0565356,3.24867,-0.557112,0.765282,-0.334258,-1.7542,0.0152577,0.0380635,-0.00428553,-0.855091,-0.855091
354.206,1,0.322212,4,15,0,-350.636,-0.339923,0.00998659,3.30265,-0.529684,0.77072,-0.348851,-1.75221,0.0167645,0.0293276,0.0587836,-0.735027,-0.735027
354.206,0.0217844,0.594644,2,6,1,-345.891,-0.339923,0.00998659,3.30265,-0.529684,0.77072,-0.348851,-1.75221,0.0167645,0.0293276,0.0587836,-0.735027,-0.735027
354.388,0.988724,0.0602673,6,95,0,-347.875,-0.379375,0.0020884,3.30078,-0.609395,0.777376,-0.353488,-1.76218,0.0261468,0.0477237,0.0593148,-0.735434,-0.735434
350.084,0.985735,0.108109,5,31,0,-344.828,-0.280078,0.0322915,3.21024,-0.623994,0.756699,-0.35804,-1.75176,0.0200063,-0.00687516,0.0328951,-0.856225,-0.856225
354.713,0.989,0.190438,4,31,0,-345.886,-0.381426,0.0889417,3.24284,-0.554057,0.764958,-0.347097,-1.75476,0.0215851,0.046438,0.0147249,-0.825222,-0.825222
351.529,0.683931,0.335481,4,15,0,-347.868,-0.322932,0.0550115,3.21576,-0.501238,0.763338,-0.348639,-1.75769,0.0201062,0.0204363,0.0410274,-0.944186,-0.944186
353.115,0.923232,0.244863,4,15,0,-348.457,-0.339287,0.0549288,3.17739,-0.556146,0.753162,-0.34025,-1.75306,0.0168801,0.0175962,0.00786161,-0.909139,-0.909139
349.477,0.242606,0.353967,4,15,0,-346.796,-0.302539,0.0519494,3.21643,-0.496635,0.761935,-0.336017,-1.75421,0.0268515,0.0183964,0.0325463,-0.976109,-0.976109
348.767,0.999153,0.0751771,5,31,0,-344.265,-0.2958,0.0466643,3.21222,-0.566131,0.752936,-0.349036,-1.74915,0.0211035,-0.009161,0.0124365,-0.932818,-0.932818
346.175,0.982004,0.134789,4,15,0,-339.526,-0.269086,0.0334808,3.1927,-0.615077,0.755592,-0.344272,-1.75412,0.0142273,-0.00359512,0.0518054,-0.781913,-0.781913
344.324,0.808125,0.228255,4,15,0,-337.614,-0.365586,0.0549967,3.20358,-0.435476,0.768864,-0.335051,-1.75969,0.0288767,0.0536928,0.0345495,-1.02325,-1.02325
