# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=21
# stan_version_patch=0
# init=user
# enable_random_init=1
# seed=1132348656
# chain_id=1
# iter=1000
# warmup=500
# save_warmup=1
# thin=1
# refresh=100
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.8
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=15
# sampler_t=NUTS(diag_e)
# sample_file=/home/kendal/Documents/phd/henrik/ddm_in_stan/fits/temp_chains/chain_data_1.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,b.1,b.2,b.3,b.4,b_a.1,b_a.2,b_ndt.1,b_ndt.2,b_w.1,b_w.2,Intercept_sv,b_sv_Intercept
-489.816,0.971864,0.00271664,3,7,0,517.266,-0.222246,-0.064313,1.91562,-0.476969,0.555578,-0.280636,-1.73682,0.000593338,0.00116787,0.0885115,-2.29371,-2.29371
-489.816,0.0137755,0.00461631,3,7,0,493.34,-0.222246,-0.064313,1.91562,-0.476969,0.555578,-0.280636,-1.73682,0.000593338,0.00116787,0.0885115,-2.29371,-2.29371
-492.606,0.99395,0.000601213,4,15,0,500.318,-0.227211,-0.0615567,1.91515,-0.481979,0.555987,-0.282309,-1.73647,-0.00362311,0.00506256,0.082666,-2.2969,-2.2969
-474.226,0.997654,0.00108686,4,15,0,499.261,-0.222788,-0.0624531,1.92633,-0.477847,0.557459,-0.286801,-1.74092,0.00159067,0.00548149,0.0761205,-2.29753,-2.29753
-419.486,0.999909,0.00196509,3,7,0,477.624,-0.214911,-0.0619183,1.96544,-0.482243,0.560398,-0.290381,-1.74275,0.0132394,-0.00855137,0.0723117,-2.30129,-2.30129
-419.486,0.0355018,0.00354006,3,7,0,425.108,-0.214911,-0.0619183,1.96544,-0.482243,0.560398,-0.290381,-1.74275,0.0132394,-0.00855137,0.0723117,-2.30129,-2.30129
-317.93,0.998028,0.000520535,5,31,0,428.591,-0.221394,-0.0493246,2.04362,-0.4654,0.582379,-0.299382,-1.74693,0.0187144,-0.00853848,0.0877367,-2.29267,-2.29267
-239.18,0.96002,0.000933869,4,15,0,327.651,-0.200249,-0.0546753,2.10788,-0.459171,0.588401,-0.275623,-1.74848,0.00858176,-0.00990403,0.0865684,-2.30496,-2.30496
-150.241,0.978892,0.00150684,4,15,0,245.678,-0.207557,-0.0627833,2.188,-0.449697,0.589017,-0.292082,-1.74278,0.00388758,-0.03588,0.0859127,-2.32349,-2.32349
198.703,0.989805,0.00253125,5,31,0,152.052,-0.194297,-0.0223062,2.62264,-0.443368,0.650164,-0.312917,-1.74278,0.0123446,-0.0112194,0.0663315,-2.33646,-2.33646
240.728,0.522538,0.00433552,3,7,0,-195.597,-0.222284,0.0128208,2.69863,-0.422234,0.673838,-0.30327,-1.75219,0.0205155,-0.0200037,0.0696013,-2.33996,-2.33996
250.693,0.902956,0.00229813,4,15,0,-230.806,-0.237184,0.0292512,2.71989,-0.418008,0.669437,-0.318949,-1.7544,0.0203479,0.00609154,0.0646087,-2.33729,-2.33729
249.352,0.970924,0.0031508,3,7,0,-245.273,-0.229907,0.0257897,2.71849,-0.425506,0.679569,-0.315722,-1.75585,0.0251005,0.00821045,0.0596766,-2.33941,-2.33941
249.227,0.113113,0.00508045,2,7,1,-245.387,-0.232841,0.024647,2.71845,-0.433091,0.677938,-0.318203,-1.7593,0.0279314,0.00762596,0.0530909,-2.33764,-2.33764
264.535,0.999989,0.00100361,5,31,0,-246.203,-0.246743,0.0261551,2.74462,-0.412659,0.675278,-0.309997,-1.74527,0.0075567,-0.0143066,0.0441214,-2.34743,-2.34743
268.903,0.998439,0.00173762,4,15,0,-261.916,-0.250925,0.0177025,2.75098,-0.408513,0.67462,-0.308335,-1.74917,0.0169049,-0.00661435,0.0383065,-2.35575,-2.35575
313.958,0.611068,0.00297366,4,15,0,-260.443,-0.297614,0.00169764,2.89422,-0.418207,0.697572,-0.317561,-1.75366,0.0171119,0.0275491,0.0610554,-2.26356,-2.26356
313.648,0.964866,0.00200168,5,31,0,-309.85,-0.31264,0.0002986,2.89282,-0.418256,0.692513,-0.314195,-1.74897,0.0119221,0.0278853,0.0603347,-2.27072,-2.27072
311.409,0.579551,0.00313547,4,15,0,-308.205,-0.307208,0.000960269,2.89444,-0.414612,0.691669,-0.311055,-1.74571,0.0158721,0.0263417,0.0602743,-2.27258,-2.27258
334.321,0.988064,0.00196815,5,31,0,-306.024,-0.350878,0.0344086,3.06567,-0.445144,0.721916,-0.337393,-1.74724,0.0153989,0.0400401,0.0132706,-2.29911,-2.29911
335.928,0.474563,0.00323428,7,145,0,-330.251,-0.305371,0.0472716,3.07736,-0.45053,0.726577,-0.338023,-1.75363,0.0207731,0.0241022,0.029013,-2.36134,-2.36134
334.766,0.988181,0.00159882,6,63,0,-332.789,-0.299002,0.0205982,3.07959,-0.439394,0.723801,-0.338989,-1.7533,0.0219026,0.014098,0.0271777,-2.33985,-2.33985
333.642,0.872649,0.00261328,6,127,0,-328.296,-0.37971,0.0743573,3.11914,-0.498317,0.726622,-0.343761,-1.75689,0.02378,0.0556814,0.0196342,-2.2564,-2.2564
332.67,0.665938,0.00325466,6,63,0,-325.934,-0.294584,0.0495752,3.09235,-0.379438,0.737186,-0.320588,-1.75635,0.0193224,0.0246368,0.0173411,-2.29831,-2.29831
330.091,0.985158,0.00252146,5,31,0,-325.18,-0.270831,0.0459654,3.11589,-0.407289,0.726624,-0.322771,-1.75048,0.0187412,-0.0180586,0.0321364,-2.28666,-2.28666
331.351,0.155263,0.00404066,3,15,0,-325.101,-0.275986,0.0281553,3.11007,-0.405646,0.734106,-0.315621,-1.74899,0.0176292,-0.00848378,0.0385763,-2.28493,-2.28493
333.7,0.996905,0.000991615,8,383,0,-326.658,-0.360838,0.0169049,3.09783,-0.461442,0.726236,-0.344685,-1.75599,0.0226398,0.0565675,0.0275221,-2.4868,-2.4868
332.427,0.959302,0.00163048,5,63,0,-327.404,-0.385658,-0.00188837,3.12962,-0.463915,0.732367,-0.326018,-1.75046,0.0115522,0.0511181,0.0680659,-2.47083,-2.47083
328.276,0.804751,0.00245019,5,63,0,-324.014,-0.374748,-0.040022,3.0876,-0.431573,0.719105,-0.329056,-1.7584,0.0311562,0.063275,0.0545656,-2.44893,-2.44893
332.903,0.983965,0.00260203,4,23,0,-327.07,-0.390657,-0.0201829,3.08103,-0.432234,0.729383,-0.325295,-1.75372,0.012296,0.0556391,0.0720151,-2.44858,-2.44858
332.34,0.20091,0.00409492,2,5,1,-326.907,-0.396313,-0.0175157,3.08249,-0.438058,0.728664,-0.326145,-1.75619,0.0178065,0.0567183,0.077075,-2.44151,-2.44151
343.626,0.991012,0.00115598,9,575,0,-327.904,-0.388999,0.0332267,3.39479,-0.626541,0.789487,-0.348202,-1.75483,0.0196765,0.0382019,0.0379088,-0.46119,-0.46119
349.41,0.995787,0.00184539,6,63,0,-341.33,-0.357453,-0.0204591,3.38804,-0.645259,0.788296,-0.355869,-1.75364,0.0172923,0.02626,0.0689041,-0.562973,-0.562973
352.542,0.877177,0.00295988,6,71,0,-344.178,-0.335879,0.106425,3.29421,-0.582701,0.780236,-0.362297,-1.75854,0.025499,0.0288694,0.00648791,-0.758948,-0.758948
353.121,0.887306,0.00365839,5,63,0,-346.756,-0.363452,-0.0307254,3.23688,-0.556106,0.76416,-0.341481,-1.75513,0.0152154,0.0521182,0.0753328,-0.784188,-0.784188
353.121,0.100549,0.00460875,2,7,0,-342.54,-0.363452,-0.0307254,3.23688,-0.556106,0.76416,-0.341481,-1.75513,0.0152154,0.0521182,0.0753328,-0.784188,-0.784188
350.786,0.987642,0.001087,6,95,0,-346.048,-0.376771,-0.0469765,3.25623,-0.537713,0.766772,-0.354778,-1.75879,0.0276555,0.0289569,0.0815262,-0.781074,-0.781074
354.209,0.808845,0.00169927,6,63,0,-343.93,-0.377062,-0.0261615,3.24136,-0.531471,0.760182,-0.345967,-1.75378,0.0166303,0.0463199,0.0654265,-0.787309,-0.787309
352.369,0.960551,0.00181464,6,63,0,-349.264,-0.335768,0.0122791,3.21668,-0.554606,0.751594,-0.340439,-1.75326,0.0150973,0.0402157,0.0386499,-0.791932,-0.791932
354.128,0.999455,0.00265903,6,127,0,-349.882,-0.366966,0.0227115,3.3226,-0.58638,0.773132,-0.350684,-1.754,0.0202696,0.0251203,0.043179,-0.74097,-0.74097
351.703,0.367642,0.00420677,4,27,0,-347.446,-0.359443,0.0440935,3.3057,-0.516047,0.775674,-0.328601,-1.75615,0.0212241,0.0199101,0.0202081,-0.77828,-0.77828
351.556,0.996271,0.00179106,6,111,0,-348.771,-0.344824,0.0245713,3.30094,-0.508449,0.775595,-0.354776,-1.76213,0.0287835,0.0459862,0.0505916,-0.807261,-0.807261
349.184,0.584477,0.00280625,6,95,0,-346.112,-0.362477,0.014245,3.31898,-0.530236,0.776173,-0.331673,-1.75693,0.0119481,0.0222995,0.0266354,-0.788249,-0.788249
350.107,0.961697,0.00188254,6,63,0,-344.093,-0.370757,0.0800326,3.21955,-0.612311,0.76552,-0.365175,-1.75812,0.0212728,0.0448817,-0.00700809,-0.749176,-0.749176
352.281,0.998749,0.00273449,5,63,0,-347.846,-0.377292,0.0757577,3.22947,-0.634339,0.763541,-0.348062,-1.75404,0.0217471,0.0464805,-0.00179885,-0.768517,-0.768517
351.276,0.849482,0.00426485,3,7,0,-349.896,-0.375736,0.076091,3.22472,-0.632127,0.76022,-0.346524,-1.75661,0.0249462,0.0475136,-0.00165132,-0.76649,-0.76649
351.276,0.000136144,0.00489942,2,6,1,-343.514,-0.375736,0.076091,3.22472,-0.632127,0.76022,-0.346524,-1.75661,0.0249462,0.0475136,-0.00165132,-0.76649,-0.76649
350.515,0.999011,0.00102168,7,127,0,-346.58,-0.373468,0.0874153,3.22311,-0.647577,0.767315,-0.353922,-1.75303,0.0150341,0.0469287,-0.00883793,-0.787675,-0.787675
353.768,0.927293,0.00159064,6,63,0,-344.717,-0.358229,0.00272815,3.31111,-0.556699,0.776919,-0.348862,-1.75224,0.0157519,0.0416197,0.0568485,-0.794171,-0.794171
352.501,0.972408,0.00213776,6,63,0,-345.334,-0.333808,0.0415497,3.29034,-0.563143,0.775739,-0.350947,-1.75674,0.0231797,0.0199608,-0.00454171,-0.694416,-0.694416
354.975,0.997597,0.00313169,6,79,0,-350.778,-0.356904,0.0132029,3.22156,-0.57398,0.759849,-0.35135,-1.75935,0.0265941,0.040409,0.0300626,-0.8747,-0.8747
354.975,0.0364879,0.00480254,2,5,1,-349.865,-0.356904,0.0132029,3.22156,-0.57398,0.759849,-0.35135,-1.75935,0.0265941,0.040409,0.0300626,-0.8747,-0.8747
353.595,0.951454,0.00111567,5,63,0,-348.436,-0.377768,0.0311945,3.20103,-0.56488,0.755531,-0.344008,-1.75152,0.0177256,0.046681,0.0518413,-0.888425,-0.888425
350.941,0.953756,0.00156446,6,127,0,-347.963,-0.306622,0.0476899,3.22203,-0.542613,0.766718,-0.350765,-1.75671,0.0173115,-0.00314536,0.0309838,-0.849588,-0.849588
351.429,0.935197,0.00219625,4,15,0,-343.568,-0.323586,0.0327924,3.23782,-0.55219,0.763625,-0.352697,-1.75114,0.0123062,0.0345301,0.0245321,-0.8441,-0.8441
351.854,0.999196,0.0029648,6,95,0,-348.818,-0.372799,0.0579027,3.27926,-0.59184,0.782973,-0.353826,-1.75861,0.0204402,0.0358877,0.0395206,-0.761857,-0.761857
351.854,0.00966453,0.00451334,2,5,1,-343.755,-0.372799,0.0579027,3.27926,-0.59184,0.782973,-0.353826,-1.75861,0.0204402,0.0358877,0.0395206,-0.761857,-0.761857
352.646,0.980001,0.00102931,4,15,0,-347.938,-0.369277,0.0592856,3.27728,-0.592936,0.776404,-0.359207,-1.7572,0.0182104,0.032882,0.0427557,-0.763442,-0.763442
352.659,0.998686,0.00151163,7,175,0,-347.424,-0.376319,0.0550477,3.30697,-0.626289,0.777041,-0.357077,-1.75631,0.024525,0.0614082,0.00864336,-0.74857,-0.74857
352.519,0.906357,0.00229183,6,127,0,-347.988,-0.321167,0.0565375,3.27564,-0.585557,0.761938,-0.343147,-1.75428,0.0169546,0.0311348,0.012129,-0.815245,-0.815245
355.196,1,0.00290741,5,63,0,-350.59,-0.363044,0.0218183,3.27536,-0.56606,0.768033,-0.35918,-1.75649,0.0210879,0.0339973,0.052543,-0.808628,-0.808628
355.196,6.89741e-10,0.00438881,2,3,0,-351.643,-0.363044,0.0218183,3.27536,-0.56606,0.768033,-0.35918,-1.75649,0.0210879,0.0339973,0.052543,-0.808628,-0.808628
353.498,0.994177,0.00101469,6,127,0,-350.972,-0.381255,0.0429691,3.28023,-0.575322,0.768585,-0.352871,-1.75543,0.0209235,0.0675839,0.0163131,-0.790567,-0.790567
353.574,0.969836,0.0015162,6,95,0,-351.826,-0.399428,0.0387249,3.27874,-0.560629,0.77105,-0.348006,-1.75828,0.0197093,0.0413493,0.035199,-0.774896,-0.774896
353.835,0.993429,0.00215774,6,63,0,-351.589,-0.35752,0.0656818,3.27985,-0.613383,0.768603,-0.356928,-1.75659,0.0196605,0.0233756,0.0365671,-0.790529,-0.790529
351.818,0.495281,0.00319756,6,95,0,-347.896,-0.360028,0.0555923,3.25809,-0.644453,0.764981,-0.35312,-1.75544,0.0128249,0.042202,0.00990103,-0.745356,-0.745356
354.321,0.99544,0.00188745,6,127,0,-349.706,-0.368014,0.0396749,3.27095,-0.622208,0.766496,-0.363965,-1.75481,0.0230905,0.041444,0.0471887,-0.70925,-0.70925
353.57,0.224222,0.00279892,5,63,0,-349.521,-0.375614,0.0393103,3.24999,-0.626443,0.767185,-0.355439,-1.75997,0.0201995,0.0533358,0.0295668,-0.735589,-0.735589
353.847,0.993383,0.00101193,7,127,0,-348.454,-0.313208,0.0632135,3.28604,-0.602647,0.777957,-0.355286,-1.76024,0.029458,0.0152321,0.0180683,-0.781265,-0.781265
353.847,0.0262646,0.382354,2,3,0,-347.3,-0.313208,0.0632135,3.28604,-0.602647,0.777957,-0.355286,-1.76024,0.029458,0.0152321,0.0180683,-0.781265,-0.781265
353.847,5.54233e-46,0.93649,1,3,1,-351.007,-0.313208,0.0632135,3.28604,-0.602647,0.777957,-0.355286,-1.76024,0.029458,0.0152321,0.0180683,-0.781265,-0.781265
352.265,0.970535,0.0936534,6,63,0,-349.559,-0.391534,0.0257857,3.34624,-0.597416,0.79115,-0.348586,-1.75597,0.021637,0.0541224,0.0415247,-0.687455,-0.687455
351.214,0.97299,0.0909065,6,95,0,-346.228,-0.286915,0.0377984,3.21162,-0.561727,0.75992,-0.339664,-1.75119,0.0195452,-0.00347154,0.021612,-0.812345,-0.812345
346.248,0.984116,0.113755,5,31,0,-341.229,-0.272154,-0.00452908,3.20332,-0.605184,0.756134,-0.356234,-1.75989,0.0250638,-0.00587895,0.0687125,-0.751573,-0.751573
351.434,0.966248,0.169031,4,15,0,-339.617,-0.313617,-0.000488511,3.28889,-0.640539,0.768091,-0.358511,-1.75642,0.0213461,0.0156076,0.0678609,-0.807731,-0.807731
352.463,0.985984,0.258517,4,15,0,-348.206,-0.394811,0.00764294,3.26967,-0.586527,0.773786,-0.362594,-1.76055,0.0256089,0.0610447,0.0489366,-0.689343,-0.689343
352.463,0.106887,0.44106,2,5,1,-350.366,-0.394811,0.00764294,3.26967,-0.586527,0.773786,-0.362594,-1.76055,0.0256089,0.0610447,0.0489366,-0.689343,-0.689343
352.906,0.989558,0.0489152,6,63,0,-349.942,-0.389911,0.0138734,3.27118,-0.594316,0.766324,-0.353293,-1.75193,0.0219336,0.0451933,0.0451825,-0.702942,-0.702942
353.816,0.999708,0.0871485,5,31,0,-351.35,-0.376302,0.0125735,3.28463,-0.606569,0.777656,-0.349517,-1.75811,0.0163237,0.0448125,0.0362357,-0.717665,-0.717665
352.389,0.968595,0.163024,4,15,0,-348.292,-0.375818,0.00228924,3.33548,-0.617435,0.774583,-0.366637,-1.76111,0.030319,0.0384753,0.0441105,-0.746691,-0.746691
353.426,0.537557,0.278667,4,31,0,-350.174,-0.330086,0.0820634,3.26407,-0.586184,0.769257,-0.35451,-1.76173,0.0317626,0.0197834,-0.000611195,-0.720053,-0.720053
354.29,0.980545,0.122906,5,63,0,-349.856,-0.384906,0.0255238,3.27445,-0.517693,0.772201,-0.339659,-1.75886,0.0215323,0.0582061,0.0367204,-0.861444,-0.861444
354.653,0.994033,0.21979,4,31,0,-352.406,-0.383205,0.0426854,3.28538,-0.523143,0.764467,-0.351067,-1.75472,0.0208451,0.0463236,0.0372327,-0.798323,-0.798323
354.653,0.0876813,0.408854,2,7,1,-350.464,-0.383205,0.0426854,3.28538,-0.523143,0.764467,-0.351067,-1.75472,0.0208451,0.0463236,0.0372327,-0.798323,-0.798323
351.827,0.995525,0.0456231,5,31,0,-349.038,-0.347223,0.042584,3.29297,-0.519372,0.770502,-0.336214,-1.75639,0.0202703,0.054274,0.0145177,-0.792166,-0.792166
349.55,0.996539,0.0858591,5,63,0,-345.607,-0.379723,0.00462199,3.3132,-0.531718,0.772145,-0.34447,-1.75335,0.0174681,0.0145911,0.0350359,-0.765904,-0.765904
351.498,0.999971,0.160945,5,31,0,-347.774,-0.339494,0.0458924,3.27442,-0.573231,0.770885,-0.356585,-1.75483,0.0210191,0.011412,0.0530128,-0.681906,-0.681906
354.591,0.771953,0.302367,4,15,0,-347.878,-0.35371,0.0567457,3.34717,-0.566283,0.784918,-0.347292,-1.75905,0.0251159,0.0323906,0.01826,-0.692048,-0.692048
351.566,0.201109,0.283636,3,15,0,-348.068,-0.404274,0.0281146,3.34754,-0.526948,0.776522,-0.348594,-1.75619,0.0177808,0.0660977,0.0366684,-0.672531,-0.672531
350.802,0.998749,0.0485955,6,127,0,-345.101,-0.363625,-0.0144112,3.32828,-0.689572,0.778932,-0.370237,-1.75337,0.0187102,0.027665,0.047954,-0.689974,-0.689974
353.455,0.958113,0.0907062,5,63,0,-345.305,-0.359386,0.035887,3.28025,-0.61503,0.774425,-0.363012,-1.75919,0.0290101,0.0401548,0.0551781,-0.824671,-0.824671
354.62,0.976275,0.148824,5,31,0,-351.981,-0.35625,0.0639624,3.253,-0.542414,0.768957,-0.340865,-1.75634,0.0207891,0.0381292,0.0379216,-0.74599,-0.74599
352.815,0.16225,0.255377,4,31,0,-346.689,-0.356212,0.0634705,3.25741,-0.541245,0.761655,-0.343204,-1.76237,0.0259628,0.0357124,0.0270723,-0.76256,-0.76256
353.338,0.999794,0.0415959,7,255,0,-348.574,-0.368359,0.0268462,3.23193,-0.491867,0.752056,-0.332796,-1.75079,0.0179709,0.0482461,0.0297385,-0.834096,-0.834096
352.021,0.988543,0.0765122,6,63,0,-350.141,-0.326717,0.0297649,3.25932,-0.570647,0.768477,-0.358109,-1.75666,0.0178369,0.0189394,0.0191019,-0.901385,-0.901385
350.833,0.950528,0.134949,5,31,0,-344.921,-0.411438,0.0585605,3.22885,-0.625715,0.757069,-0.356986,-1.75584,0.0241103,0.0792044,0.020022,-0.828799,-0.828799
352.985,0.845887,0.211894,4,15,0,-348.561,-0.410257,0.0561259,3.23521,-0.586665,0.767631,-0.353609,-1.75962,0.0237775,0.0681469,0.0263406,-0.812341,-0.812341
353.176,0.922232,0.246736,5,31,0,-347.388,-0.392765,0.0518136,3.24917,-0.621324,0.759973,-0.359698,-1.75328,0.0184276,0.0449982,0.0154732,-0.85986,-0.85986
353.176,0.000204909,0.353854,2,4,1,-344.34,-0.392765,0.0518136,3.24917,-0.621324,0.759973,-0.359698,-1.75328,0.0184276,0.0449982,0.0154732,-0.85986,-0.85986
354.485,0.996308,0.0403821,7,127,0,-350.268,-0.360098,0.0894757,3.27707,-0.564754,0.770053,-0.346115,-1.75977,0.0279678,0.0431259,0.0182219,-0.814367,-0.814367
353.124,0.995752,0.0714614,6,111,0,-349.322,-0.335291,0.0573201,3.1987,-0.506835,0.759722,-0.347923,-1.75915,0.0281618,0.0370982,0.020522,-0.91508,-0.91508
349.957,0.934809,0.125093,4,15,0,-348.194,-0.350571,0.0623255,3.19546,-0.50473,0.750668,-0.343805,-1.75683,0.0293009,0.0144693,0.0231395,-0.939296,-0.939296
349.544,0.967347,0.184379,4,15,0,-344.833,-0.329946,0.0164086,3.26628,-0.565622,0.76597,-0.341048,-1.75558,0.0132898,0.010096,0.0554918,-0.945866,-0.945866
352.277,0.162092,0.294383,2,7,0,-345.897,-0.327348,0.017799,3.25896,-0.550285,0.761101,-0.336739,-1.75302,0.0142549,0.014613,0.0463661,-0.928568,-0.928568
349.927,0.986751,0.0561465,6,63,0,-346.316,-0.363314,0.0829443,3.23051,-0.503766,0.75728,-0.347266,-1.7647,0.0302165,0.0567553,-0.00251335,-0.910724,-0.910724
348.846,0.997003,0.0944743,4,31,0,-344.29,-0.350914,0.07345,3.21848,-0.51744,0.752153,-0.323484,-1.74924,0.00839708,0.0271282,0.0313423,-0.860212,-0.860212
